Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
Tales of Graces f;PlayStation 3;2010;Namco Tales Studio;1.02;0.28;0.21;0.45;0.08;7th Gen;Home Console;Sony;tales of graces f
Tales of Hearts;PlayStation Vita;2013;;0.45;0.15;0.13;0.09;0.08;8th Gen;Handheld;Sony;tales of hearts
Tales of Hearts R;PlayStation Vita;2014;7thChord;0.39;0.11;0.12;0.09;0.07;8th Gen;Handheld;Sony;tales of hearts r
Tales of Legendia;PlayStation 2;2005;;0.49;0.07;0.05;0.35;0.02;6th Gen;Home Console;Sony;tales of legendia
Tales of Symphonia;GameCube;2003;;1.1;0.54;0.21;0.31;0.04;6th Gen;Home Console;Nintendo;tales of symphonia
Tales of Symphonia;PlayStation 3;2013;;0.53;0.21;0.13;0.13;0.06;7th Gen;Home Console;Sony;tales of symphonia
Tales of Symphonia Chronicles;PlayStation 3;2014;Namco;0.54;0.21;0.13;0.13;0.07;7th Gen;Home Console;Sony;tales of symphonia chronicles
Tales of Symphonia: Dawn of the New World;Wii;2008;Namco Tales Studio;0.54;0.22;0.05;0.24;0.03;7th Gen;Home Console;Nintendo;tales of symphonia dawn of the new world
Tales of the Abyss;Nintendo 3DS;2011;;0.81;0.42;0.19;0.14;0.06;8th Gen;Handheld;Nintendo;tales of the abyss
Tales of the World: Radiant Mythology;PlayStation Portable;2006;;0.43;0.17;0.01;0.23;0.02;6th Gen;Handheld;Sony;tales of the world radiant mythology
Tales of Vesperia;Xbox 360;2008;Namco Tales Studio;0.74;0.32;0.18;0.19;0.05;7th Gen;Home Console;Microsoft;tales of vesperia
Tales of Xillia;PlayStation 3;2011;;1.24;0.29;0.19;0.67;0.09;7th Gen;Home Console;Sony;tales of xillia
Tales of Xillia 2;PlayStation 3;2012;;0.87;0.2;0.15;0.45;0.07;7th Gen;Home Console;Sony;tales of xillia 2
Tales of Zestiria;PlayStation 3;2015;;0.59;0.05;0.09;0.42;0.03;7th Gen;Home Console;Sony;tales of zestiria
Tales of Zestiria;PlayStation 4;2015;Namco Bandai Games;0.45;0.18;0.16;0.04;0.07;8th Gen;Home Console;Sony;tales of zestiria
Tamagotchi Connection: Corner Shop;Nintendo DS;2005;;1.25;0.1;0.02;1.12;0.01;7th Gen;Handheld;Nintendo;tamagotchi connection corner shop
Tamagotchi Connection: Corner Shop 2;Nintendo DS;2006;NanaOn-Sha;0.98;0.09;0.02;0.86;0.01;7th Gen;Handheld;Nintendo;tamagotchi connection corner shop 2
Tank Beat;Nintendo DS;2007;MileStone Inc.;0.02;0.01;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;tank beat
Tank! Tank! Tank!;Wii U;2012;Namco Bandai Games;0.08;0.02;0.01;0.05;0.0;8th Gen;Home Console;Nintendo;tank! tank! tank!
Tao Feng: Fist of the Lotus;Xbox;2003;Studio Gigante;0.28;0.21;0.06;0.0;0.01;6th Gen;Home Console;Microsoft;tao feng fist of the lotus
Tatsunoko vs. Capcom: Ultimate All-Stars;Wii;2010;Eighting;0.54;0.3;0.16;0.03;0.05;7th Gen;Home Console;Nintendo;tatsunoko vs. capcom ultimate all stars
Taz Wanted;GameCube;2002;Blitz Games;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;taz wanted
Taz Wanted;PlayStation 2;2002;Blitz Games;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;taz wanted
Taz Wanted;Xbox;2002;Blitz Games;0.07;0.05;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;taz wanted
Tearaway;PlayStation Vita;2013;Media Molecule;0.66;0.1;0.41;0.0;0.15;8th Gen;Handheld;Sony;tearaway
Tearaway Unfolded;PlayStation 4;2015;Media Molecule;0.24;0.07;0.13;0.0;0.04;8th Gen;Home Console;Sony;tearaway unfolded
Tears to Tiara II: Heir of the Overlord;PlayStation 3;2013;Sting;0.16;0.07;0.02;0.06;0.01;7th Gen;Home Console;Sony;tears to tiara ii heir of the overlord
Technic Beat;PlayStation 2;2004;Arika;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;technic beat
Tecmo Classic Arcade;Xbox;2005;Tecmo;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;tecmo classic arcade
Tecmo Super Bowl;PlayStation;1996;Tecmo;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;tecmo super bowl
Tecmo's Deception;PlayStation;1996;Tecmo;0.07;0.04;0.03;0.0;0.0;5th Gen;Home Console;Sony;tecmos deception
Teddy Together;Nintendo 3DS;2016;Arika;0.03;0.0;0.03;0.0;0.0;8th Gen;Handheld;Nintendo;teddy together
Teen Titans;GameCube;2006;A2M;0.33;0.25;0.07;0.0;0.01;6th Gen;Home Console;Nintendo;teen titans
Teen Titans;PlayStation 2;2006;A2M;0.25;0.12;0.1;0.0;0.03;6th Gen;Home Console;Sony;teen titans
Teenage Mutant Ninja Turtles;GameCube;2003;Konami;0.34;0.26;0.07;0.0;0.01;6th Gen;Home Console;Nintendo;teenage mutant ninja turtles
Teenage Mutant Ninja Turtles;PlayStation 2;2003;Konami;0.92;0.45;0.35;0.0;0.12;6th Gen;Home Console;Sony;teenage mutant ninja turtles
Teenage Mutant Ninja Turtles;Wii;2007;;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Nintendo;teenage mutant ninja turtles
Teenage Mutant Ninja Turtles;Xbox;2003;Konami;0.29;0.22;0.06;0.0;0.01;6th Gen;Home Console;Microsoft;teenage mutant ninja turtles
Teenage Mutant Ninja Turtles 2: Battle Nexus;GameCube;2004;Konami;0.2;0.15;0.04;0.0;0.01;6th Gen;Home Console;Nintendo;teenage mutant ninja turtles 2 battle nexus
Teenage Mutant Ninja Turtles 2: Battle Nexus;PlayStation 2;2004;Konami;0.45;0.22;0.17;0.0;0.06;6th Gen;Home Console;Sony;teenage mutant ninja turtles 2 battle nexus
Teenage Mutant Ninja Turtles 2: Battle Nexus;Xbox;2004;Konami;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;teenage mutant ninja turtles 2 battle nexus
Teenage Mutant Ninja Turtles 3: Mutant Nightmare;GameCube;2005;Konami;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;teenage mutant ninja turtles 3 mutant nightmare
Teenage Mutant Ninja Turtles 3: Mutant Nightmare;PlayStation 2;2005;Konami;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;teenage mutant ninja turtles 3 mutant nightmare
Teenage Mutant Ninja Turtles 3: Mutant Nightmare;Xbox;2005;Konami;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;teenage mutant ninja turtles 3 mutant nightmare
Teenage Mutant Ninja Turtles: Danger of the Ooze;Nintendo 3DS;2014;WayForward Technologies;0.13;0.08;0.04;0.0;0.01;8th Gen;Handheld;Nintendo;teenage mutant ninja turtles danger of the ooze
Teenage Mutant Ninja Turtles: Danger of the Ooze;PlayStation 3;2014;WayForward Technologies;0.24;0.11;0.09;0.0;0.04;7th Gen;Home Console;Sony;teenage mutant ninja turtles danger of the ooze
Teenage Mutant Ninja Turtles: Danger of the Ooze;Xbox 360;2014;WayForward Technologies;0.2;0.11;0.07;0.0;0.02;7th Gen;Home Console;Microsoft;teenage mutant ninja turtles danger of the ooze
Teenage Mutant Ninja Turtles: Mutants in Manhattan;PlayStation 3;2016;PlatinumGames;0.1;0.04;0.04;0.0;0.02;7th Gen;Home Console;Sony;teenage mutant ninja turtles mutants in manhattan
Teenage Mutant Ninja Turtles: Mutants in Manhattan;PlayStation 4;2016;PlatinumGames;0.12;0.07;0.03;0.0;0.02;8th Gen;Home Console;Sony;teenage mutant ninja turtles mutants in manhattan
Teenage Mutant Ninja Turtles: Mutants in Manhattan;Xbox 360;2016;PlatinumGames;0.1;0.03;0.06;0.0;0.01;7th Gen;Home Console;Microsoft;teenage mutant ninja turtles mutants in manhattan
Teenage Mutant Ninja Turtles: Mutants in Manhattan;Xbox One;2016;PlatinumGames;0.07;0.05;0.01;0.0;0.01;8th Gen;Home Console;Microsoft;teenage mutant ninja turtles mutants in manhattan
Teenage Mutant Ninja Turtles: Out of the Shadows;Xbox 360;2013;Unknown;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft;teenage mutant ninja turtles out of the shadows
Teenage Mutant Ninja Turtles: Smash-Up;PlayStation 2;2009;Game Arts;0.22;0.11;0.08;0.0;0.03;6th Gen;Home Console;Sony;teenage mutant ninja turtles smash up
Tekken;PlayStation;1995;Namco;3.24;0.95;1.3;0.77;0.22;5th Gen;Home Console;Sony;tekken
Tekken 2;PlayStation;1996;Namco;5.74;2.26;1.89;1.36;0.23;5th Gen;Home Console;Sony;tekken 2
Tekken 3;PlayStation;1998;Namco;7.18;3.27;2.22;1.4;0.29;5th Gen;Home Console;Sony;tekken 3
Tekken 3D: Prime Edition;Nintendo 3DS;2012;Namco Bandai Games;0.2;0.06;0.08;0.05;0.01;8th Gen;Handheld;Nintendo;tekken 3d prime edition
Tekken 4;PlayStation 2;2002;Namco;3.44;1.55;1.27;0.33;0.29;6th Gen;Home Console;Sony;tekken 4
Tekken 5;PlayStation 2;2005;Namco;3.88;0.93;1.94;0.31;0.7;6th Gen;Home Console;Sony;tekken 5
Tekken 6;PlayStation 3;2009;Namco Bandai Games;2.78;1.2;0.98;0.17;0.43;7th Gen;Home Console;Sony;tekken 6
Tekken 6;PlayStation Portable;2009;Namco Bandai Games;0.32;0.15;0.04;0.1;0.03;6th Gen;Handheld;Sony;tekken 6
Tekken 6;Xbox 360;2009;Namco Bandai Games;1.31;0.71;0.42;0.05;0.13;7th Gen;Home Console;Microsoft;tekken 6
Tekken Hybrid;PlayStation 3;2011;Namco Bandai Games;0.36;0.21;0.07;0.04;0.04;7th Gen;Home Console;Sony;tekken hybrid
Tekken Tag Tournament;PlayStation 2;2000;Namco;4.05;1.68;1.51;0.51;0.35;6th Gen;Home Console;Sony;tekken tag tournament
Tekken Tag Tournament 2;PlayStation 3;2012;Bandai Namco Games;0.88;0.28;0.33;0.13;0.14;7th Gen;Home Console;Sony;tekken tag tournament 2
Tekken Tag Tournament 2;Wii U;2012;Bandai Namco Games;0.18;0.09;0.07;0.01;0.01;8th Gen;Home Console;Nintendo;tekken tag tournament 2
Tekken Tag Tournament 2;Xbox 360;2012;Bandai Namco Games;0.34;0.19;0.11;0.01;0.03;7th Gen;Home Console;Microsoft;tekken tag tournament 2
Tempest 3X;PlayStation;1996;High Voltage Software;0.08;0.04;0.03;0.0;0.01;5th Gen;Home Console;Sony;tempest 3x
Tenchu 2: Birth of the Stealth Assassins;PlayStation;2000;Acquire;0.58;0.32;0.22;0.0;0.04;5th Gen;Home Console;Sony;tenchu 2 birth of the stealth assassins
Tenchu: Fatal Shadows;PlayStation 2;2005;K2 LLC;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;tenchu fatal shadows
Tenchu: Return From Darkness;Xbox;2004;K2 LLC;0.22;0.16;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;tenchu return from darkness
Tenchu: Shadow Assassins;PlayStation Portable;2009;From Software;0.12;0.03;0.03;0.05;0.01;6th Gen;Handheld;Sony;tenchu shadow assassins
Tenchu: Shadow Assassins;Wii;2009;Acquire;0.2;0.15;0.01;0.03;0.01;7th Gen;Home Console;Nintendo;tenchu shadow assassins
Tenchu: Stealth Assassins;PlayStation;1998;Acquire;1.99;0.95;0.64;0.27;0.13;5th Gen;Home Console;Sony;tenchu stealth assassins
Tenchu: Wrath of Heaven;PlayStation 2;2003;K2 LLC;1.14;0.44;0.34;0.25;0.11;6th Gen;Home Console;Sony;tenchu wrath of heaven
Tenchu Z;Xbox 360;2007;K2 LLC;0.34;0.27;0.02;0.02;0.03;7th Gen;Home Console;Microsoft;tenchu z
Tenkai Knights: Brave Battle;Nintendo 3DS;2014;Delta Factory;0.02;0.01;0.01;0.0;0.0;8th Gen;Handheld;Nintendo;tenkai knights brave battle
Tennis Masters Series 2003;Xbox;2003;Microids;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;tennis masters series 2003
Terminator 3: Rise of the Machines;PlayStation 2;2003;Black Ops Entertainment;0.57;0.28;0.22;0.0;0.07;6th Gen;Home Console;Sony;terminator 3 rise of the machines
Terminator 3: Rise of the Machines;Xbox;2003;Black Ops Entertainment;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;terminator 3 rise of the machines
Terminator 3: The Redemption;PlayStation 2;2004;Paradigm Entertainment;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;terminator 3 the redemption
Terminator 3: The Redemption;Xbox;2004;Paradigm Entertainment;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;terminator 3 the redemption
Terminator Salvation;PlayStation 3;2009;GRIN;0.53;0.13;0.29;0.01;0.1;7th Gen;Home Console;Sony;terminator salvation
Terminator Salvation;Xbox 360;2009;Halcyon;0.35;0.13;0.18;0.0;0.04;7th Gen;Home Console;Microsoft;terminator salvation
Terraria;Nintendo 3DS;2015;Re-Logic;0.12;0.0;0.06;0.06;0.0;8th Gen;Handheld;Nintendo;terraria
Terraria;PlayStation 3;2013;Engine Software;0.45;0.09;0.21;0.09;0.06;7th Gen;Home Console;Sony;terraria
Terraria;PlayStation 4;2014;Re-Logic;0.07;0.0;0.05;0.01;0.01;8th Gen;Home Console;Sony;terraria
Terraria;PlayStation Vita;2013;Engine Software;0.1;0.0;0.01;0.09;0.0;8th Gen;Handheld;Sony;terraria
Terraria;Wii U;2016;Re-Logic;0.04;0.0;0.03;0.01;0.0;8th Gen;Home Console;Nintendo;terraria
Terraria;Xbox 360;2013;Engine Software;0.72;0.35;0.31;0.0;0.06;7th Gen;Home Console;Microsoft;terraria
Terraria;Xbox One;2014;Re-Logic;0.04;0.0;0.04;0.0;0.0;8th Gen;Home Console;Microsoft;terraria
Teslagrad;PlayStation 4;2014;Rain Games;0.01;0.0;0.01;0.0;0.0;8th Gen;Home Console;Sony;teslagrad
Teslagrad;PlayStation Vita;2015;;0.01;0.0;0.01;0.0;0.0;8th Gen;Handheld;Sony;teslagrad
Test Drive;PlayStation 2;2002;Pitbull Syndicate;1.35;0.95;0.21;0.01;0.18;6th Gen;Home Console;Sony;test drive
Test Drive;Xbox;2002;Pitbull Syndicate;0.42;0.35;0.05;0.0;0.02;6th Gen;Home Console;Microsoft;test drive
Test Drive 4;PlayStation;1997;Pitbull Syndicate;1.21;0.67;0.46;0.0;0.08;5th Gen;Home Console;Sony;test drive 4
Test Drive 5;PlayStation;1998;Pitbull Syndicate;1.3;1.05;0.2;0.0;0.05;5th Gen;Home Console;Sony;test drive 5
Test Drive 6;PlayStation;1999;Pitbull Syndicate;0.72;0.4;0.27;0.0;0.05;5th Gen;Home Console;Sony;test drive 6
Test Drive: Eve of Destruction;PlayStation 2;2004;Monster Games Inc.;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony;test drive eve of destruction
Test Drive: Eve of Destruction;Xbox;2004;Monster Games Inc.;0.09;0.07;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;test drive eve of destruction
Test Drive Le Mans;PlayStation;2000;Eutechnyx;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;test drive le mans
Test Drive: Off Road;PlayStation;1997;Motivetime;1.17;0.65;0.44;0.0;0.08;5th Gen;Home Console;Sony;test drive off road
Test Drive Off-Road Wide Open;Xbox;2001;Rockstar San Diego;0.19;0.15;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;test drive off road wide open
Test Drive Unlimited;PlayStation Portable;2007;Melbourne House;0.51;0.08;0.28;0.0;0.15;6th Gen;Handheld;Sony;test drive unlimited
Test Drive Unlimited;Xbox 360;2006;Eden Studios;0.31;0.23;0.04;0.02;0.02;7th Gen;Home Console;Microsoft;test drive unlimited
Test Drive Unlimited 2;PlayStation 3;2011;Eden Studios;0.63;0.16;0.35;0.01;0.11;7th Gen;Home Console;Sony;test drive unlimited 2
Test Drive Unlimited 2;Xbox 360;2011;Eden Studios;0.68;0.3;0.32;0.0;0.06;7th Gen;Home Console;Microsoft;test drive unlimited 2
Tetris Axis;Nintendo 3DS;2011;Hudson Soft;0.43;0.2;0.14;0.06;0.03;8th Gen;Handheld;Nintendo;tetris axis
Tetris DS;Nintendo DS;2006;Nintendo;2.14;0.64;0.07;1.35;0.08;7th Gen;Handheld;Nintendo;tetris ds
Tetris Effect;PlayStation 4;2018;Monstars Inc.;0.26;0.19;0.01;0.01;0.05;8th Gen;Home Console;Sony;tetris effect
Tetris Evolution;Xbox 360;2007;THQ;0.11;0.08;0.02;0.0;0.01;7th Gen;Home Console;Microsoft;tetris evolution
Tetris Party Deluxe;Nintendo DS;2010;Tetris Online, Inc;0.77;0.28;0.3;0.12;0.07;7th Gen;Handheld;Nintendo;tetris party deluxe
Tetris Party Deluxe;Wii;2010;Tetris Online, Inc;0.56;0.33;0.16;0.02;0.05;7th Gen;Home Console;Nintendo;tetris party deluxe
Tetris Plus;PlayStation;1996;Atlus Co.;2.41;2.1;0.24;0.0;0.07;5th Gen;Home Console;Sony;tetris plus
Tetris Ultimate;Nintendo 3DS;2014;Ubisoft Montreal;0.01;0.0;0.01;0.0;0.0;8th Gen;Handheld;Nintendo;tetris ultimate
Tetris Ultimate;PlayStation Vita;2014;;0.01;0.0;0.01;0.0;0.0;8th Gen;Handheld;Sony;tetris ultimate
Tetris Worlds;GameCube;2002;Radical Entertainment;0.22;0.17;0.04;0.0;0.01;6th Gen;Home Console;Nintendo;tetris worlds
Tetris Worlds;PlayStation 2;2002;Blue Planet Software;2.09;1.11;0.71;0.0;0.27;6th Gen;Home Console;Sony;tetris worlds
Tetris Worlds (Online Edition);Xbox;2003;Radical Entertainment;0.2;0.15;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;tetris worlds (online edition)
Tetrisphere;Nintendo 64;1997;H2O Interactive;0.35;0.29;0.06;0.0;0.0;5th Gen;Home Console;Nintendo;tetrisphere
The 3rd Birthday;PlayStation Portable;2011;HexaDrive;0.52;0.13;0.07;0.27;0.05;6th Gen;Handheld;Sony;the 3rd birthday
The Adventures of Cookie & Cream;PlayStation 2;2001;From Software;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;the adventures of cookie & cream
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;GameCube;2004;THQ;0.29;0.22;0.06;0.0;0.01;6th Gen;Home Console;Nintendo;the adventures of jimmy neutron boy genius attack of the twonkies
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;PlayStation 2;2004;THQ;0.49;0.24;0.19;0.0;0.06;6th Gen;Home Console;Sony;the adventures of jimmy neutron boy genius attack of the twonkies
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion;GameCube;2003;Krome Studios;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;the adventures of jimmy neutron boy genius jet fusion
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion;PlayStation 2;2003;Krome Studios;0.42;0.21;0.16;0.0;0.05;6th Gen;Home Console;Sony;the adventures of jimmy neutron boy genius jet fusion
The Adventures of Lomax;PlayStation;1996;Psygnosis;0.02;0.01;0.01;0.0;0.0;5th Gen;Home Console;Sony;the adventures of lomax
The Adventures of Tintin: The Game;Nintendo 3DS;2011;Ubisoft Montpellier;0.16;0.05;0.09;0.0;0.02;8th Gen;Handheld;Nintendo;the adventures of tintin the game
The Adventures of Tintin: The Game;PlayStation 3;2011;Ubisoft;0.26;0.06;0.15;0.0;0.05;7th Gen;Home Console;Sony;the adventures of tintin the game
The Adventures of Tintin: The Game;Wii;2011;Ubisoft;0.32;0.12;0.16;0.0;0.04;7th Gen;Home Console;Nintendo;the adventures of tintin the game
The Adventures of Tintin: The Game;Xbox 360;2011;Ubisoft;0.24;0.07;0.14;0.0;0.03;7th Gen;Home Console;Microsoft;the adventures of tintin the game
The Amazing Spider-Man (2012);Nintendo 3DS;2012;Beenox;0.21;0.16;0.03;0.0;0.02;8th Gen;Handheld;Nintendo;the amazing spider man (2012)
The Amazing Spider-Man (2012);Nintendo DS;2012;Other Ocean Interactive;0.2;0.15;0.03;0.0;0.02;7th Gen;Handheld;Nintendo;the amazing spider man (2012)
The Amazing Spider-Man (2012);PlayStation 3;2012;Beenox;0.79;0.31;0.36;0.0;0.12;7th Gen;Home Console;Sony;the amazing spider man (2012)
The Amazing Spider-Man (2012);Wii;2012;Beenox;0.15;0.1;0.04;0.0;0.01;7th Gen;Home Console;Nintendo;the amazing spider man (2012)
The Amazing Spider-Man (2012);Wii U;2013;Beenox;0.1;0.05;0.04;0.0;0.01;8th Gen;Home Console;Nintendo;the amazing spider man (2012)
The Amazing Spider-Man (2012);Xbox 360;2012;Beenox;0.74;0.43;0.24;0.0;0.07;7th Gen;Home Console;Microsoft;the amazing spider man (2012)
The Amazing Spider-Man (Console Version);Nintendo DS;2012;;0.2;0.15;0.04;0.0;0.01;7th Gen;Handheld;Nintendo;the amazing spider man (console version)
The Amazing Spider-Man (Console Version);PlayStation 3;2012;;0.82;0.31;0.37;0.0;0.14;7th Gen;Home Console;Sony;the amazing spider man (console version)
The Amazing Spider-Man (Console Version);Wii;2012;;0.16;0.11;0.04;0.0;0.01;7th Gen;Home Console;Nintendo;the amazing spider man (console version)
The Amazing Spider-Man (Console Version);Wii U;2013;;0.09;0.05;0.03;0.0;0.01;8th Gen;Home Console;Nintendo;the amazing spider man (console version)
The Amazing Spider-Man (Console Version);Xbox 360;2012;;0.75;0.43;0.26;0.0;0.06;7th Gen;Home Console;Microsoft;the amazing spider man (console version)
The Amazing Spider-Man (DS & Mobile Versions);PlayStation Portable;2009;;0.01;0.0;0.01;0.0;0.0;6th Gen;Handheld;Sony;the amazing spider man (ds & mobile versions)
The Amazing Spider-Man 2 (2014);Nintendo 3DS;2014;High Voltage Software;0.07;0.03;0.03;0.0;0.01;8th Gen;Handheld;Nintendo;the amazing spider man 2 (2014)
The Amazing Spider-Man 2 (2014);PlayStation 3;2014;Beenox;0.26;0.06;0.14;0.02;0.04;7th Gen;Home Console;Sony;the amazing spider man 2 (2014)
The Amazing Spider-Man 2 (2014);PlayStation 4;2014;Beenox;0.57;0.2;0.26;0.02;0.09;8th Gen;Home Console;Sony;the amazing spider man 2 (2014)
The Amazing Spider-Man 2 (2014);Wii U;2014;Beenox;0.06;0.03;0.03;0.0;0.0;8th Gen;Home Console;Nintendo;the amazing spider man 2 (2014)
The Amazing Spider-Man 2 (2014);Xbox 360;2014;Beenox;0.26;0.12;0.12;0.0;0.02;7th Gen;Home Console;Microsoft;the amazing spider man 2 (2014)
The Amazing Spider-Man 2 (2014);Xbox One;2014;Beenox;0.22;0.12;0.08;0.0;0.02;8th Gen;Home Console;Microsoft;the amazing spider man 2 (2014)
The Ant Bully;GameCube;2006;Artificial Mind and Movement;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;the ant bully
The Ant Bully;PlayStation 2;2006;Artificial Mind and Movement;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;the ant bully
The Bard's Tale;PlayStation 2;2004;InXile Entertainment;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;the bards tale
The Bard's Tale;Xbox;2004;InXile Entertainment;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;the bards tale
The Beatles: Rock Band;PlayStation 3;2009;Harmonix Music Systems;1.11;0.67;0.29;0.0;0.15;7th Gen;Home Console;Sony;the beatles rock band
The Beatles: Rock Band;Wii;2009;Harmonix Music Systems;1.71;1.17;0.39;0.0;0.15;7th Gen;Home Console;Nintendo;the beatles rock band
The Beatles: Rock Band;Xbox 360;2009;Harmonix Music Systems;1.31;0.97;0.23;0.0;0.11;7th Gen;Home Console;Microsoft;the beatles rock band
The Bible Game;PlayStation 2;2005;Crave Entertainment;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;the bible game
The Bible Game;Xbox;2005;Crave Entertainment;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;the bible game
The Biggest Loser;Nintendo DS;2009;Webfoot Technologies;0.32;0.18;0.11;0.0;0.03;7th Gen;Handheld;Nintendo;the biggest loser
The Biggest Loser;Wii;2009;Blitz Games;1.07;0.86;0.12;0.0;0.09;7th Gen;Home Console;Nintendo;the biggest loser
The Biggest Loser: Challenge;Wii;2010;Blitz Games;0.65;0.48;0.12;0.0;0.05;7th Gen;Home Console;Nintendo;the biggest loser challenge
The Biggest Loser: Ultimate Workout;Xbox 360;2010;Blitz Games;0.9;0.73;0.1;0.0;0.07;7th Gen;Home Console;Microsoft;the biggest loser ultimate workout
The BIGS;PlayStation 2;2007;Blue Castle Games;0.5;0.25;0.19;0.0;0.06;6th Gen;Home Console;Sony;the bigs
The BIGS;Xbox 360;2007;Blue Castle Games;0.26;0.18;0.08;0.0;0.0;7th Gen;Home Console;Microsoft;the bigs
The BIGS 2;PlayStation 2;2009;Blue Castle Games;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;the bigs 2
The BIGS 2;Wii;2009;Blue Castle Games;0.29;0.26;0.01;0.0;0.02;7th Gen;Home Console;Nintendo;the bigs 2
The BIGS 2;Xbox 360;2009;Blue Castle Games;0.22;0.19;0.01;0.0;0.02;7th Gen;Home Console;Microsoft;the bigs 2
