;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
637;Armored Core 2: Another Age;PlayStation 2;2001;From Software;0.41;0.11;0.08;0.19;0.03;6th Gen;Home Console;Sony;armored core 2 another age
638;Armored Core 3;PlayStation 2;2002;From Software;0.68;0.22;0.17;0.23;0.06;6th Gen;Home Console;Sony;armored core 3
641;Armored Core 4;Xbox 360;2007;From Software;0.25;0.19;0.01;0.03;0.02;7th Gen;Home Console;Microsoft;armored core 4
643;Armored Core V;PlayStation 3;2012;From Software;0.39;0.09;0.04;0.24;0.02;7th Gen;Home Console;Sony;armored core v
644;Armored Core V;Xbox 360;2012;From Software;0.21;0.13;0.03;0.04;0.01;7th Gen;Home Console;Microsoft;armored core v
645;Armored Core: For Answer;PlayStation 3;2008;From Software;0.19;0.06;0.02;0.1;0.01;7th Gen;Home Console;Sony;armored core for answer
646;Armored Core: For Answer;Xbox 360;2008;From Software;0.15;0.06;0.01;0.07;0.01;7th Gen;Home Console;Microsoft;armored core for answer
648;Armored Core: Last Raven;PlayStation 2;2006;From Software;0.18;0.05;0.04;0.08;0.01;6th Gen;Home Console;Sony;armored core last raven
650;Armored Core: Master of Arena;PlayStation;2000;From Software;0.27;0.07;0.05;0.13;0.02;5th Gen;Home Console;Sony;armored core master of arena
651;Armored Core: Nexus;PlayStation 2;2004;From Software;0.27;0.06;0.05;0.14;0.02;6th Gen;Home Console;Sony;armored core nexus
652;Armored Core: Nine Breaker;PlayStation 2;2005;From Software;0.07;0.03;0.03;0.0;0.01;6th Gen;Home Console;Sony;armored core nine breaker
653;Armored Core: Project Phantasma;PlayStation;1998;From Software;0.27;0.06;0.04;0.15;0.02;5th Gen;Home Console;Sony;armored core project phantasma
654;Armored Core: Silent Line;PlayStation 2;2003;From Software;0.31;0.07;0.06;0.16;0.02;6th Gen;Home Console;Sony;armored core silent line
657;Armorines: Project S.W.A.R.M.;Nintendo 64;1999;Acclaim Studios London;0.26;0.21;0.05;0.0;0.0;5th Gen;Home Console;Nintendo;armorines project s.w.a.r.m.
658;Armorines: Project S.W.A.R.M.;PlayStation;2000;Probe Entertainment;0.09;0.05;0.03;0.0;0.01;5th Gen;Home Console;Sony;armorines project s.w.a.r.m.
659;Army Corps of Hell;PlayStation Vita;2011;;0.11;0.05;0.04;0.0;0.02;8th Gen;Handheld;Sony;army corps of hell
660;Army Men 3D;PlayStation;1999;3DO;1.28;1.1;0.14;0.0;0.04;5th Gen;Home Console;Sony;army men 3d
661;Army Men World War: Final Front;PlayStation;2001;3DO;0.44;0.24;0.17;0.0;0.03;5th Gen;Home Console;Sony;army men world war final front
662;Army Men World War: Land, Sea, Air;PlayStation;2000;3DO;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony;army men world war land, sea, air
663;Army Men World War: Team Assault;PlayStation;2001;3DO;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;army men world war team assault
664;Army Men: Air Attack;PlayStation;1999;3DO;0.85;0.47;0.32;0.0;0.06;5th Gen;Home Console;Sony;army men air attack
665;Army Men: Air Attack 2;PlayStation;2000;3DO;0.3;0.17;0.11;0.0;0.02;5th Gen;Home Console;Sony;army men air attack 2
666;Army Men: Air Combat;Nintendo 64;2000;3DO;0.24;0.19;0.05;0.0;0.0;5th Gen;Home Console;Nintendo;army men air combat
668;Army Men: Green Rogue;PlayStation;2001;3DO;0.06;0.04;0.02;0.0;0.0;5th Gen;Home Console;Sony;army men green rogue
669;Army Men: Green Rogue;PlayStation 2;2001;3DO;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;army men green rogue
671;Army Men: RTS;GameCube;2004;Pandemic Studios;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;army men rts
672;Army Men: RTS;PlayStation 2;2002;Pandemic Studios;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;army men rts
673;Army Men: Sarge's Heroes;Nintendo 64;1999;3DO;0.81;0.68;0.12;0.0;0.01;5th Gen;Home Console;Nintendo;army men sarges heroes
674;Army Men: Sarge's Heroes;PlayStation;2000;3DO;0.56;0.31;0.21;0.0;0.04;5th Gen;Home Console;Sony;army men sarges heroes
675;Army Men: Sarge's Heroes 2;Nintendo 64;2000;3DO;0.41;0.34;0.07;0.0;0.0;5th Gen;Home Console;Nintendo;army men sarges heroes 2
676;Army Men: Sarge's Heroes 2;PlayStation;2000;3DO;0.25;0.14;0.09;0.0;0.02;5th Gen;Home Console;Sony;army men sarges heroes 2
677;Army Men: Sarge's Heroes 2;PlayStation 2;2001;3DO;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;army men sarges heroes 2
678;Army Men: Sarge's War;GameCube;2004;Tactical Development;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;army men sarges war
679;Army Men: Sarge's War;Xbox;2004;Tactical Development;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;army men sarges war
683;Army of Two;PlayStation 3;2008;EA Montreal;1.17;0.74;0.26;0.02;0.15;7th Gen;Home Console;Sony;army of two
684;Army of Two;Xbox 360;2008;EA Montreal;1.64;1.09;0.37;0.02;0.16;7th Gen;Home Console;Microsoft;army of two
685;Army of Two: The 40th Day;PlayStation 3;2010;EA Montreal;0.85;0.44;0.27;0.01;0.13;7th Gen;Home Console;Sony;army of two the 40th day
686;Army of Two: The 40th Day;PlayStation Portable;2010;Buzz Monkey Software;0.33;0.12;0.13;0.0;0.08;6th Gen;Handheld;Sony;army of two the 40th day
687;Army of Two: The 40th Day;Xbox 360;2010;EA Montreal;0.98;0.65;0.24;0.0;0.09;7th Gen;Home Console;Microsoft;army of two the 40th day
688;Army of Two: The Devil's Cartel;PlayStation 3;2013;Visceral Games;0.29;0.11;0.12;0.01;0.05;7th Gen;Home Console;Sony;army of two the devils cartel
689;Army of Two: The Devil's Cartel;Xbox 360;2013;Visceral Games;0.25;0.16;0.07;0.0;0.02;7th Gen;Home Console;Microsoft;army of two the devils cartel
690;Around The World in 80 Days;Nintendo DS;2010;PlayV;0.16;0.0;0.14;0.0;0.02;7th Gen;Handheld;Nintendo;around the world in 80 days
691;Around the World in 80 Days;Nintendo DS;2010;;0.16;0.0;0.14;0.0;0.02;7th Gen;Handheld;Nintendo;around the world in 80 days
694;Arslan: The Warriors of Legend;PlayStation 4;2016;Koei Tecmo Games;0.14;0.03;0.04;0.06;0.01;8th Gen;Home Console;Sony;arslan the warriors of legend
695;Arslan: The Warriors of Legend;PlayStation 4;2015;;0.08;0.02;0.01;0.04;0.01;8th Gen;Home Console;Sony;arslan the warriors of legend
697;Art Academy;Nintendo DS;2010;Headstrong Games;2.57;0.28;1.68;0.33;0.28;7th Gen;Handheld;Nintendo;art academy
699;Art Academy: Lessons for Everyone;Nintendo 3DS;2012;;0.46;0.2;0.03;0.21;0.02;8th Gen;Handheld;Nintendo;art academy lessons for everyone
700;Art of Fighting Anthology;PlayStation 2;2007;SNK Playmore Corporation;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;art of fighting anthology
704;Arthur! Ready to Race;PlayStation;2000;Mattel;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;arthur! ready to race
705;Arx Fatalis;Xbox;2003;Arkane Studios;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;arx fatalis
707;Ashes Cricket;Xbox One;2017;Big Ant Studios;0.04;0.0;0.04;0.0;0.0;8th Gen;Home Console;Microsoft;ashes cricket
708;Ashes Cricket 2009;PlayStation 3;2009;Transmission Games;0.17;0.0;0.16;0.0;0.01;7th Gen;Home Console;Sony;ashes cricket 2009
709;Ashes Cricket 2009;Wii;2009;Gusto Games;0.24;0.0;0.23;0.0;0.01;7th Gen;Home Console;Nintendo;ashes cricket 2009
710;Ashes Cricket 2009;Xbox 360;2009;Transmission Games;0.2;0.0;0.19;0.0;0.01;7th Gen;Home Console;Microsoft;ashes cricket 2009
712;Asphalt 3D;Nintendo 3DS;2011;Konami;0.49;0.27;0.16;0.02;0.04;8th Gen;Handheld;Nintendo;asphalt 3d
713;Asphalt: Injection;PlayStation Vita;2012;Ubisoft;0.26;0.14;0.07;0.0;0.05;8th Gen;Handheld;Sony;asphalt injection
714;Asphalt: Injection;PlayStation Vita;2011;;0.24;0.14;0.06;0.0;0.04;8th Gen;Handheld;Sony;asphalt injection
715;Asphalt: Urban GT;Nintendo DS;2004;Gameloft;0.59;0.31;0.22;0.0;0.06;7th Gen;Handheld;Nintendo;asphalt urban gt
716;Asphalt: Urban GT 2;Nintendo DS;2006;Virtuos / Game Source;0.14;0.09;0.04;0.0;0.01;7th Gen;Handheld;Nintendo;asphalt urban gt 2
717;Assassin's Creed;PlayStation 3;2007;Ubisoft Montreal;4.83;1.91;2.01;0.09;0.82;7th Gen;Home Console;Sony;assassins creed
718;Assassin's Creed;Xbox 360;2007;Ubisoft Montreal;5.55;3.28;1.64;0.07;0.56;7th Gen;Home Console;Microsoft;assassins creed
719;Assassin's Creed Chronicles;PlayStation 4;2016;Climax Studios;0.1;0.02;0.05;0.02;0.01;8th Gen;Home Console;Sony;assassins creed chronicles
720;Assassin's Creed Chronicles;PlayStation Vita;2016;Climax Studios;0.12;0.01;0.07;0.02;0.02;8th Gen;Handheld;Sony;assassins creed chronicles
721;Assassin's Creed Chronicles;Xbox One;2016;Climax Studios;0.01;0.0;0.01;0.0;0.0;8th Gen;Home Console;Microsoft;assassins creed chronicles
722;Assassin's Creed Chronicles: China;PlayStation 4;2015;Climax Studios;0.04;0.0;0.03;0.0;0.01;8th Gen;Home Console;Sony;assassins creed chronicles china
723;Assassin's Creed II;PlayStation 3;2009;Ubisoft Montreal;5.56;2.54;1.95;0.21;0.86;7th Gen;Home Console;Sony;assassins creed ii
724;Assassin's Creed II;Xbox 360;2009;Ubisoft Montreal;5.29;3.14;1.55;0.08;0.52;7th Gen;Home Console;Microsoft;assassins creed ii
727;Assassin's Creed II: Discovery;Nintendo DS;2009;Griptonite Games;0.29;0.15;0.11;0.0;0.03;7th Gen;Handheld;Nintendo;assassins creed ii discovery
728;Assassin's Creed III;PlayStation 3;2012;Ubisoft Montreal;6.5;2.65;2.61;0.16;1.08;7th Gen;Home Console;Sony;assassins creed iii
729;Assassin's Creed III;Wii U;2012;Ubisoft Montreal;0.36;0.19;0.14;0.0;0.03;8th Gen;Home Console;Nintendo;assassins creed iii
730;Assassin's Creed III;Xbox 360;2012;Ubisoft Montreal;5.32;3.13;1.71;0.03;0.45;7th Gen;Home Console;Microsoft;assassins creed iii
731;Assassin's Creed III: Liberation;PlayStation Vita;2012;Ubisoft;1.48;0.53;0.57;0.06;0.32;8th Gen;Handheld;Sony;assassins creed iii liberation
732;Assassin's Creed IV: Black Flag;PlayStation 3;2013;Ubisoft Montreal;3.95;1.34;1.86;0.13;0.62;7th Gen;Home Console;Sony;assassins creed iv black flag
733;Assassin's Creed IV: Black Flag;PlayStation 4;2013;Ubisoft Montreal;3.19;1.07;1.55;0.06;0.51;8th Gen;Home Console;Sony;assassins creed iv black flag
734;Assassin's Creed IV: Black Flag;Wii U;2013;Ubisoft Montreal;0.3;0.17;0.1;0.0;0.03;8th Gen;Home Console;Nintendo;assassins creed iv black flag
735;Assassin's Creed IV: Black Flag;Xbox 360;2013;Ubisoft Montreal;3.35;1.9;1.14;0.01;0.3;7th Gen;Home Console;Microsoft;assassins creed iv black flag
736;Assassin's Creed IV: Black Flag;Xbox One;2013;Ubisoft Montreal;2.32;1.51;0.59;0.0;0.22;8th Gen;Home Console;Microsoft;assassins creed iv black flag
737;Assassin's Creed Odyssey;PlayStation 4;2018;Ubisoft Quebec;3.18;1.18;1.4;0.09;0.51;8th Gen;Home Console;Sony;assassins creed odyssey
738;Assassin's Creed Odyssey;Xbox One;2018;Ubisoft Quebec;1.39;0.91;0.35;0.0;0.13;8th Gen;Home Console;Microsoft;assassins creed odyssey
739;Assassin's Creed Origins;PlayStation 4;2017;Ubisoft Montreal;4.07;1.22;2.11;0.11;0.63;8th Gen;Home Console;Sony;assassins creed origins
740;Assassin's Creed Origins;Xbox One;2017;Ubisoft Montreal;2.48;1.34;0.92;0.0;0.22;8th Gen;Home Console;Microsoft;assassins creed origins
741;Assassin's Creed Rogue Remastered;PlayStation 4;2018;Ubisoft;0.16;0.0;0.13;0.01;0.02;8th Gen;Home Console;Sony;assassins creed rogue remastered
742;Assassin's Creed Rogue Remastered;Xbox One;2018;Ubisoft;0.03;0.0;0.03;0.0;0.0;8th Gen;Home Console;Microsoft;assassins creed rogue remastered
743;Assassin's Creed Syndicate;PlayStation 4;2015;Ubisoft Quebec;3.59;0.9;2.06;0.08;0.55;8th Gen;Home Console;Sony;assassins creed syndicate
744;Assassin's Creed Syndicate;Xbox One;2015;Ubisoft Quebec;1.44;0.71;0.61;0.0;0.12;8th Gen;Home Console;Microsoft;assassins creed syndicate
745;Assassin's Creed The Ezio Collection;PlayStation 4;2016;Ubisoft;0.8;0.14;0.52;0.02;0.12;8th Gen;Home Console;Sony;assassins creed the ezio collection
746;Assassin's Creed The Ezio Collection;Xbox One;2016;Ubisoft;0.27;0.13;0.12;0.0;0.02;8th Gen;Home Console;Microsoft;assassins creed the ezio collection
747;Assassin's Creed: Altair's Chronicles;Nintendo DS;2008;Gameloft;0.28;0.27;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;assassins creed altairs chronicles
748;Assassin's Creed: Altair's Chronicles;Nintendo DS;2008;Gameloft;0.04;0.03;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;assassins creed altairs chronicles
749;Assassin's Creed: Bloodlines;PlayStation Portable;2009;Griptonite Studio;1.26;0.43;0.5;0.05;0.28;6th Gen;Handheld;Sony;assassins creed bloodlines
750;Assassin's Creed: Brotherhood;PlayStation 3;2010;Ubisoft Montreal;2.85;1.87;0.57;0.11;0.3;7th Gen;Home Console;Sony;assassins creed brotherhood
751;Assassin's Creed: Brotherhood;Xbox 360;2010;Ubisoft Montreal;3.54;2.87;0.39;0.03;0.25;7th Gen;Home Console;Microsoft;assassins creed brotherhood
752;Assassin's Creed: Revelations;PlayStation 3;2011;Ubisoft Montreal;4.23;1.41;2.03;0.1;0.69;7th Gen;Home Console;Sony;assassins creed revelations
753;Assassin's Creed: Revelations;Xbox 360;2011;Ubisoft Montreal;4.23;2.28;1.47;0.04;0.44;7th Gen;Home Console;Microsoft;assassins creed revelations
754;Assassin's Creed: Rogue;PlayStation 3;2014;Ubisoft Sofia;1.3;0.46;0.57;0.07;0.2;7th Gen;Home Console;Sony;assassins creed rogue
755;Assassin's Creed: Rogue;Xbox 360;2014;Ubisoft Sofia;1.02;0.59;0.34;0.0;0.09;7th Gen;Home Console;Microsoft;assassins creed rogue
756;Assassin's Creed: Unity;PlayStation 4;2014;Ubisoft Montreal;4.15;1.25;2.16;0.09;0.65;8th Gen;Home Console;Sony;assassins creed unity
757;Assassin's Creed: Unity;Xbox One;2014;Ubisoft Montreal;3.58;2.34;0.9;0.0;0.34;8th Gen;Home Console;Microsoft;assassins creed unity
760;Assault Rigs;PlayStation;1996;Psygnosis;0.04;0.02;0.02;0.0;0.0;5th Gen;Home Console;Sony;assault rigs
762;Assault: Retribution;PlayStation;1998;Candle Light Studios;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;assault retribution
763;Assetto Corsa;PlayStation 4;2016;Kunos Simulazioni;0.08;0.0;0.06;0.01;0.01;8th Gen;Home Console;Sony;assetto corsa
764;Assetto Corsa;Xbox One;2016;Kunos Simulazioni;0.01;0.0;0.01;0.0;0.0;8th Gen;Home Console;Microsoft;assetto corsa
765;Asterix & Obelix: Kick Buttix;PlayStation 2;2004;Etranges Libellules;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony;asterix & obelix kick buttix
766;Asterix and Obelix XXL2;PlayStation 4;2018;Microids;0.04;0.0;0.03;0.0;0.01;8th Gen;Home Console;Sony;asterix and obelix xxl2
767;Asterix and Obelix XXL2;Switch;2018;Microids;0.06;0.0;0.06;0.0;0.0;8th Gen;Hybrid;Nintendo;asterix and obelix xxl2
769;Asteroids;PlayStation;1998;Syrox Developments;1.14;0.64;0.43;0.0;0.07;5th Gen;Home Console;Sony;asteroids
770;Asteroids Hyper 64;Nintendo 64;1999;Syrox Developments;0.16;0.13;0.03;0.0;0.0;5th Gen;Home Console;Nintendo;asteroids hyper 64
773;Astro Bot Rescue Mission;PlayStation 4;2018;SIE Japan Studio;0.71;0.22;0.36;0.02;0.11;8th Gen;Home Console;Sony;astro bot rescue mission
774;Astro Boy;PlayStation 2;2004;Sonic Team;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;astro boy
776;Astro Boy: The Video Game;PlayStation 2;2009;High Voltage Software;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;astro boy the video game
780;Asura's Wrath;PlayStation 3;2012;CyberConnect2;0.43;0.2;0.12;0.06;0.05;7th Gen;Home Console;Sony;asuras wrath
781;Asura's Wrath;Xbox 360;2012;CyberConnect2;0.26;0.17;0.06;0.01;0.02;7th Gen;Home Console;Microsoft;asuras wrath
782;Atari Anniversary Edition Redux;PlayStation;2001;Digital Eclipse;0.18;0.1;0.07;0.0;0.01;5th Gen;Home Console;Sony;atari anniversary edition redux
783;Atari Anthology;PlayStation 2;2004;Digital Eclipse;0.39;0.33;0.01;0.0;0.05;6th Gen;Home Console;Sony;atari anthology
784;Atari Anthology;Xbox;2004;Digital Eclipse;0.25;0.19;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;atari anthology
797;Atelier Ayesha: The Alchemist of Dusk;PlayStation 3;2012;;0.26;0.06;0.04;0.14;0.02;7th Gen;Home Console;Sony;atelier ayesha the alchemist of dusk
800;Atelier Escha & Logy: Alchemists of the Dusk Sky;PlayStation 3;2013;;0.22;0.06;0.04;0.1;0.02;7th Gen;Home Console;Sony;atelier escha & logy alchemists of the dusk sky
804;Atelier Iris 2: The Azoth Of Destiny;PlayStation 2;2006;Gust;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;atelier iris 2 the azoth of destiny
806;Atelier Iris 3: Grand Phantasm (US Sales);PlayStation 2;2007;Gust;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony;atelier iris 3 grand phantasm (us sales)
807;Atelier Iris: Eternal Mana;PlayStation 2;2005;Gust;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;atelier iris eternal mana
814;Atelier Rorona: Alchemist of Arland;PlayStation 3;2014;Gust;0.48;0.22;0.1;0.11;0.05;7th Gen;Home Console;Sony;atelier rorona alchemist of arland
815;Atelier Rorona: Alchemist of Arland;PlayStation 3;2009;;0.5;0.22;0.12;0.11;0.05;7th Gen;Home Console;Sony;atelier rorona alchemist of arland
819;Atelier Shallie: Alchemists of the Dusk Sea;PlayStation 3;2014;;0.21;0.06;0.05;0.08;0.02;7th Gen;Home Console;Sony;atelier shallie alchemists of the dusk sea
821;Atelier Sophie: The Alchemist of the Mysterious Book;PlayStation 4;2016;Gust;0.15;0.04;0.03;0.07;0.01;8th Gen;Home Console;Sony;atelier sophie the alchemist of the mysterious book
822;Atelier Sophie: The Alchemist of the Mysterious Book;PlayStation 4;2015;;0.1;0.01;0.02;0.06;0.01;8th Gen;Home Console;Sony;atelier sophie the alchemist of the mysterious book
825;Atelier Totori: The Adventurer of Arland;PlayStation 3;2011;Gust;0.43;0.12;0.07;0.21;0.03;7th Gen;Home Console;Sony;atelier totori the adventurer of arland
829;Athens 2004;PlayStation 2;2004;Eurocom Entertainment Software;0.26;0.13;0.1;0.0;0.03;6th Gen;Home Console;Sony;athens 2004
834;Attack on Titan;PlayStation 4;2017;Omega Force;0.5;0.08;0.24;0.12;0.06;8th Gen;Home Console;Sony;attack on titan
836;Attack on Titan;Xbox One;2016;Omega Force;0.14;0.06;0.07;0.0;0.01;8th Gen;Home Console;Microsoft;attack on titan
838;Attack on Titan (KOEI);PlayStation 4;2016;;0.21;0.02;0.06;0.11;0.02;8th Gen;Home Console;Sony;attack on titan (koei)
840;Attack on Titan (KOEI);Xbox One;2016;;0.02;0.01;0.01;0.0;0.0;8th Gen;Home Console;Microsoft;attack on titan (koei)
841;Attack on Titan 2;PlayStation 4;2018;Omega Force;0.22;0.09;0.04;0.06;0.03;8th Gen;Home Console;Sony;attack on titan 2
843;Attack on Titan 2;Switch;2018;Omega Force;0.24;0.12;0.02;0.08;0.02;8th Gen;Hybrid;Nintendo;attack on titan 2
849;Auto Destruct;PlayStation;1998;Neurostone;0.08;0.04;0.03;0.0;0.01;5th Gen;Home Console;Sony;auto destruct
850;Auto Modellista;GameCube;2003;Capcom;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;auto modellista
851;Auto Modellista;PlayStation 2;2003;Capcom;0.39;0.19;0.15;0.0;0.05;6th Gen;Home Console;Sony;auto modellista
853;Automobili Lamborghini;Nintendo 64;1997;Titus Software;0.46;0.28;0.17;0.0;0.01;5th Gen;Home Console;Nintendo;automobili lamborghini
855;Avatar: The Game;Nintendo DS;2009;;0.41;0.19;0.18;0.0;0.04;7th Gen;Handheld;Nintendo;avatar the game
856;Avatar: The Game;PlayStation 3;2009;;0.91;0.32;0.43;0.0;0.16;7th Gen;Home Console;Sony;avatar the game
857;Avatar: The Game;PlayStation Portable;2009;;0.6;0.22;0.24;0.0;0.14;6th Gen;Handheld;Sony;avatar the game
858;Avatar: The Game;Wii;2009;;0.73;0.33;0.32;0.0;0.08;7th Gen;Home Console;Nintendo;avatar the game
859;Avatar: The Game;Xbox 360;2009;;0.77;0.34;0.35;0.0;0.08;7th Gen;Home Console;Microsoft;avatar the game
860;Avatar: The Last Airbender;GameCube;2006;AWE Games;0.5;0.39;0.1;0.0;0.01;6th Gen;Home Console;Nintendo;avatar the last airbender
861;Avatar: The Last Airbender;Nintendo DS;2006;AWE Games;0.33;0.3;0.01;0.0;0.02;7th Gen;Handheld;Nintendo;avatar the last airbender
863;Avatar: The Last Airbender;Wii;2006;AWE Games;0.27;0.23;0.02;0.0;0.02;7th Gen;Home Console;Nintendo;avatar the last airbender
864;Avatar: The Last Airbender - Into the Inferno;Nintendo DS;2008;Halfbrick Studios;0.13;0.11;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;avatar the last airbender into the inferno
865;Avatar: The Last Airbender - Into the Inferno;PlayStation 2;2008;Halfbrick Studios;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony;avatar the last airbender into the inferno
866;Avatar: The Last Airbender - Into the Inferno;Wii;2008;Halfbrick Studios;0.19;0.17;0.01;0.0;0.01;7th Gen;Home Console;Nintendo;avatar the last airbender into the inferno
868;Avatar: The Last Airbender - The Burning Earth;PlayStation 2;2007;THQ Australia;0.42;0.21;0.16;0.0;0.05;6th Gen;Home Console;Sony;avatar the last airbender the burning earth
870;Avatar: The Last Airbender - The Burning Earth;Xbox 360;2007;THQ Australia;0.13;0.11;0.01;0.0;0.01;7th Gen;Home Console;Microsoft;avatar the last airbender the burning earth
871;Aven Colony;PlayStation 4;2017;Mothership Entertainment;0.06;0.04;0.01;0.0;0.01;8th Gen;Home Console;Sony;aven colony
876;Axiom Verge;Switch;2017;Thomas Happ Games;0.17;0.12;0.03;0.0;0.02;8th Gen;Hybrid;Nintendo;axiom verge
879;Azada;Nintendo 3DS;2014;Big Fish Games;0.03;0.0;0.03;0.0;0.0;8th Gen;Handheld;Nintendo;azada
880;Azada;Nintendo 3DS;2012;;0.02;0.0;0.02;0.0;0.0;8th Gen;Handheld;Nintendo;azada
881;Azure Dreams;PlayStation;1998;Konami Computer Entertainment Tokyo;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;azure dreams
883;Azure Striker Gunvolt: Striker Pack;Switch;2017;Inti Creates;0.05;0.03;0.01;0.01;0.0;8th Gen;Hybrid;Nintendo;azure striker gunvolt striker pack
884;Azurik: Rise of Perathia;Xbox;2001;Adrenium;0.24;0.18;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;azurik rise of perathia
890;BIT.TRIP COMPLETE;Wii;2011;Gaijin Games Inc.;0.09;0.06;0.02;0.0;0.01;7th Gen;Home Console;Nintendo;bit.trip complete
891;BIT.TRIP SAGA;Nintendo 3DS;2011;Gaijin Games Inc.;0.14;0.09;0.04;0.0;0.01;8th Gen;Handheld;Nintendo;bit.trip saga
892;BMX XXX;GameCube;2002;Z-Axis, Ltd.;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;bmx xxx
893;BMX XXX;PlayStation 2;2002;Z-Axis, Ltd.;0.15;0.07;0.06;0.0;0.02;6th Gen;Home Console;Sony;bmx xxx
894;BMX XXX;Xbox;2002;Z-Axis, Ltd.;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;bmx xxx
895;BRAHMA Force: The Assault on Beltlogger 9;PlayStation;1997;Genki;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony;brahma force the assault on beltlogger 9
896;BUZZ! Quiz World;PlayStation 3;2009;Magenta Software;0.92;0.16;0.58;0.0;0.18;7th Gen;Home Console;Sony;buzz! quiz world
897;Baby Pals;Nintendo DS;2007;Brain Toys;0.29;0.26;0.01;0.0;0.02;7th Gen;Handheld;Nintendo;baby pals
898;Babysitting Mama;Wii;2010;Cooking Mama Limited;0.49;0.33;0.12;0.0;0.04;7th Gen;Home Console;Nintendo;babysitting mama
901;Back to the Future: The Game;PlayStation 3;2011;Telltale Games;0.09;0.07;0.01;0.0;0.01;7th Gen;Home Console;Sony;back to the future the game
902;Back to the Future: The Game;PlayStation 4;2015;Telltale Games;0.18;0.1;0.05;0.0;0.03;8th Gen;Home Console;Sony;back to the future the game
905;Back to the Future: The Game;Xbox One;2015;Telltale Games;0.02;0.0;0.02;0.0;0.0;8th Gen;Home Console;Microsoft;back to the future the game
908;Backstreet Billiards;PlayStation;1998;argent;0.34;0.19;0.13;0.0;0.02;5th Gen;Home Console;Sony;backstreet billiards
909;Backyard Baseball;GameCube;2003;Humongous Entertainment;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;backyard baseball
910;Backyard Baseball;PlayStation 2;2004;Humongous Entertainment;0.49;0.24;0.19;0.0;0.06;6th Gen;Home Console;Sony;backyard baseball
912;Backyard Baseball '09;PlayStation 2;2008;Humongous Entertainment;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;backyard baseball 09
915;Backyard Baseball '10;PlayStation 2;2009;Atari;0.17;0.08;0.07;0.0;0.02;6th Gen;Home Console;Sony;backyard baseball 10
919;Backyard NBA Basketball;PlayStation 2;2003;Humongous Entertainment;0.58;0.29;0.22;0.0;0.07;6th Gen;Home Console;Sony;backyard nba basketball
920;Backyard NFL Football;GameCube;2002;Humongous Entertainment;0.26;0.2;0.05;0.0;0.01;6th Gen;Home Console;Nintendo;backyard nfl football
923;Backyard NFL Football '08;PlayStation 2;2007;Humongous Entertainment;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;backyard nfl football 08
925;Backyard NFL Football '09;PlayStation 2;2008;Humongous Entertainment;0.17;0.08;0.07;0.0;0.02;6th Gen;Home Console;Sony;backyard nfl football 09
927;Backyard NFL Football '10;PlayStation 2;2009;Humongous Entertainment;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;backyard nfl football 10
930;Backyard NFL Football 2006;PlayStation 2;2005;Humongous Entertainment;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;backyard nfl football 2006
931;Backyard Soccer;PlayStation;2001;Humongous Entertainment;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;backyard soccer
