;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
5102;Garfield: Lasagna World Tour;PlayStation 2;2008;EKO Software;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;garfield lasagna world tour
5103;Garnet Cradle Portable: Kagi no Himiko;PlayStation Portable;2011;Otomate;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony;garnet cradle portable kagi no himiko
5104;Gauntlet Legends;Nintendo 64;1999;Atari Games;0.54;0.43;0.1;0.0;0.01;5th Gen;Home Console;Nintendo;gauntlet legends
5105;Gauntlet Legends;PlayStation;2000;Atari Games;0.47;0.26;0.18;0.0;0.03;5th Gen;Home Console;Sony;gauntlet legends
5106;Gauntlet: Dark Legacy;GameCube;2002;Midway Games West;0.18;0.14;0.04;0.0;0.0;6th Gen;Home Console;Nintendo;gauntlet dark legacy
5107;Gauntlet: Dark Legacy;PlayStation 2;2001;Midway Games West;1.15;0.56;0.44;0.0;0.15;6th Gen;Home Console;Sony;gauntlet dark legacy
5108;Gauntlet: Dark Legacy;Xbox;2002;Midway Games West;0.18;0.13;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;gauntlet dark legacy
5109;Gauntlet: Seven Sorrows;PlayStation 2;2005;Midway Studios San Diego;0.4;0.2;0.15;0.0;0.05;6th Gen;Home Console;Sony;gauntlet seven sorrows
5110;Gauntlet: Seven Sorrows;Xbox;2005;Midway Studios San Diego;0.19;0.14;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;gauntlet seven sorrows
5111;Gear Club Unlimited 2;Switch;2018;Eden Games;0.02;0.02;0.0;0.0;0.0;8th Gen;Hybrid;Nintendo;gear club unlimited 2
5112;Gear.Club Unlimited;Switch;2017;Eden Games;0.15;0.1;0.03;0.01;0.01;8th Gen;Hybrid;Nintendo;gear.club unlimited
5113;Gears of War;Xbox 360;2006;Epic Games;6.11;3.54;1.9;0.07;0.6;7th Gen;Home Console;Microsoft;gears of war
5114;Gears of War 2;Xbox 360;2008;Epic Games;6.77;4.15;1.92;0.06;0.64;7th Gen;Home Console;Microsoft;gears of war 2
5115;Gears of War 3;Xbox 360;2011;Epic Games;6.23;4.05;1.62;0.07;0.49;7th Gen;Home Console;Microsoft;gears of war 3
5116;Gears of War 4;Xbox One;2016;The Coalition;3.39;2.17;0.9;0.0;0.32;8th Gen;Home Console;Microsoft;gears of war 4
5117;Gears of War Triple Pack;Xbox 360;2011;Epic Games;0.29;0.27;0.0;0.0;0.02;7th Gen;Home Console;Microsoft;gears of war triple pack
5118;Gears of War: Judgment;Xbox 360;2013;People Can Fly / Epic Games;1.61;0.92;0.53;0.03;0.13;7th Gen;Home Console;Microsoft;gears of war judgment
5119;Gears of War: Ultimate Edition;Xbox One;2015;The Coalition;3.01;2.38;0.32;0.0;0.31;8th Gen;Home Console;Microsoft;gears of war ultimate edition
5120;Gegege no Kitarou: Youkai Daigekisen;Nintendo DS;2008;Bandai Namco Games;0.06;0.0;0.0;0.06;0.0;7th Gen;Handheld;Nintendo;gegege no kitarou youkai daigekisen
5121;Gegege no Kitarou: Youkai Daiundoukai;Wii;2007;Bandai;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Nintendo;gegege no kitarou youkai daiundoukai
5122;Geist;GameCube;2005;n-Space;0.14;0.11;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;geist
5123;Gekiatsu!! Pachi Game Damashi Max: Evangelion 7 x Seimei no Kodou;PlayStation 3;2012;Fields;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony;gekiatsu!! pachi game damashi max evangelion 7 x seimei no kodou
5124;Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou;PlayStation 3;2012;;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony;gekiatsu!! pachi game tamashi max evangelion 7 x seimei no kodou
5125;Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa;PlayStation Portable;2011;Fields;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony;gekiatsu!! pachi game tamashi vol. 1 cr evangelion shinjitsu no tsubasa
5126;Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa;PlayStation 3;2011;Fields;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony;gekiatsu!! pachi game tamashi vol. 2 cr evangelion shinjitsu no tsubasa
5127;Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin;PlayStation 3;2010;Fields;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony;gekiatsu!! pachi game tamashi cr evangelion hajimari no fukuin
5128;Gekido;PlayStation;2000;NA.P.S. Team SNC;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;gekido
5129;Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack;PlayStation 3;2010;Bandai Namco Games;0.21;0.0;0.0;0.21;0.0;7th Gen;Home Console;Sony;gekijouban macross f itsuwarino utahime hybrid pack
5130;Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack;PlayStation 3;2011;Bandai Namco Games;0.22;0.0;0.0;0.22;0.0;7th Gen;Home Console;Sony;gekijouban macross f sayonara no tsubasa hybrid pack
5131;Gekijouban Madoka Magicka: The Battle Pentagram;PlayStation Vita;2013;;0.08;0.0;0.0;0.08;0.0;8th Gen;Handheld;Sony;gekijouban madoka magicka the battle pentagram
5132;Gekikuukan Pro Yakyuu: At the End of the Century 1999;PlayStation 2;2000;SquareSoft;0.54;0.0;0.0;0.54;0.0;6th Gen;Home Console;Sony;gekikuukan pro yakyuu at the end of the century 1999
5133;Gekka Ryouran Romance;PlayStation Portable;2011;Idea Factory;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony;gekka ryouran romance
5134;Gem Quest: 4 Elements;Nintendo DS;2011;Mastertronic;0.11;0.05;0.05;0.0;0.01;7th Gen;Handheld;Nintendo;gem quest 4 elements
5135;Gem Smashers;Nintendo 3DS;2011;Frame Studios Interactive;0.04;0.04;0.0;0.0;0.0;8th Gen;Handheld;Nintendo;gem smashers
5136;Gem Smashers;Wii;2011;Frame Studios Interactive;0.04;0.04;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;gem smashers
5137;Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai;PlayStation 2;2009;System Soft;0.0;0.0;0.0;0.0;0.0;6th Gen;Home Console;Sony;gendai daisenryaku isshoku sokuhatsu gunji balance houkai
5138;Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai;PlayStation Portable;2009;System Soft;0.0;0.0;0.0;0.0;0.0;6th Gen;Handheld;Sony;gendai daisenryaku isshoku sokuhatsu gunji balance houkai
5139;Generation of Chaos;PlayStation Portable;2006;Neverland;0.05;0.05;0.0;0.0;0.0;6th Gen;Handheld;Sony;generation of chaos
5140;Generation of Chaos 6;PlayStation Portable;2013;Unknown;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony;generation of chaos 6
5141;Generator Rex: Agent of Providence;Nintendo 3DS;2011;Virtuos;0.1;0.07;0.02;0.0;0.01;8th Gen;Handheld;Nintendo;generator rex agent of providence
5142;Generator Rex: Agent of Providence;Nintendo DS;2011;Virtuos;0.07;0.05;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;generator rex agent of providence
5143;Generator Rex: Agent of Providence;PlayStation 3;2011;Virtuos;0.07;0.05;0.01;0.0;0.01;7th Gen;Home Console;Sony;generator rex agent of providence
5144;Generator Rex: Agent of Providence;Wii;2011;Virtuos;0.09;0.07;0.01;0.0;0.01;7th Gen;Home Console;Nintendo;generator rex agent of providence
5145;Generator Rex: Agent of Providence;Xbox 360;2011;Virtuos;0.07;0.05;0.01;0.0;0.01;7th Gen;Home Console;Microsoft;generator rex agent of providence
5146;Genji Koi Emaki;PlayStation Vita;2015;Unknown;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony;genji koi emaki
5147;Genji: Dawn of the Samurai;PlayStation 2;2005;Game Republik;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony;genji dawn of the samurai
5148;Genji: Days of the Blade;PlayStation 3;2006;Game Republic;0.76;0.18;0.38;0.06;0.14;7th Gen;Home Console;Sony;genji days of the blade
5149;Genkai Tokki Monster Monpiece;PlayStation Vita;2014;Compile Heart;0.06;0.0;0.0;0.06;0.0;8th Gen;Handheld;Sony;genkai tokki monster monpiece
5150;Genkai Tokki: Castle Panzers;PlayStation 4;2017;Compile Heart;0.02;0.0;0.0;0.02;0.0;8th Gen;Home Console;Sony;genkai tokki castle panzers
5151;Genkai Tokki: Moero Crystal;PlayStation Vita;2015;Compile Heart;0.07;0.0;0.0;0.07;0.0;8th Gen;Handheld;Sony;genkai tokki moero crystal
5152;Genkai Tokki: Seven Pirates;PlayStation Vita;2016;Compile Heart;0.04;0.0;0.0;0.04;0.0;8th Gen;Handheld;Sony;genkai tokki seven pirates
5153;Genkai Totsuki Moero Chronicle;PlayStation Vita;2014;;0.08;0.0;0.0;0.08;0.0;8th Gen;Handheld;Sony;genkai totsuki moero chronicle
5154;Genma Onimusha;Xbox;2002;Capcom;0.24;0.14;0.04;0.05;0.01;6th Gen;Home Console;Microsoft;genma onimusha
5155;Genroh;PlayStation Portable;2012;Idea Factory;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony;genroh
5156;Gens? Suikoden: The Woven Web of a Century;PlayStation Portable;2012;Konami;0.13;0.0;0.0;0.13;0.0;6th Gen;Handheld;Sony;gens? suikoden the woven web of a century
5157;Gensou Suikoden I & II;PlayStation Portable;2006;Konami;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony;gensou suikoden i & ii
5158;Geometry Wars 3: Dimensions Evolved;PlayStation 4;2016;Unknown;0.03;0.02;0.0;0.0;0.01;8th Gen;Home Console;Sony;geometry wars 3 dimensions evolved
5159;Geometry Wars 3: Dimensions Evolved;Xbox One;2016;Unknown;0.02;0.02;0.0;0.0;0.0;8th Gen;Home Console;Microsoft;geometry wars 3 dimensions evolved
5160;Geometry Wars: Galaxies;Nintendo DS;2007;Kuju Entertainment;0.14;0.13;0.0;0.0;0.01;7th Gen;Handheld;Nintendo;geometry wars galaxies
5161;Geometry Wars: Galaxies;Wii;2007;Kuju Entertainment;0.12;0.11;0.0;0.0;0.01;7th Gen;Home Console;Nintendo;geometry wars galaxies
5162;Geon Cube;Wii;2009;Strawdog Studios Ltd.;0.02;0.02;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;geon cube
5163;George of The Jungle and the Search for the Secret;Nintendo DS;2008;Crave Entertainment;0.05;0.05;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;george of the jungle and the search for the secret
5164;George of the Jungle and the Search for the Secret;Nintendo DS;2008;;0.05;0.05;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;george of the jungle and the search for the secret
5165;George of the Jungle and the Search for the Secret;Wii;2008;Crave Entertainment;0.02;0.02;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;george of the jungle and the search for the secret
5166;Germany's Next Topmodel 2011;Nintendo DS;2011;SevenOne Intermedia GmbH;0.01;0.0;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;germanys next topmodel 2011
5167;Germany's Next Topmodel 2011;Wii;2011;SevenOne Intermedia GmbH;0.02;0.0;0.02;0.0;0.0;7th Gen;Home Console;Nintendo;germanys next topmodel 2011
5168;Get Fit with Mel B;PlayStation 3;2010;Lightning Fish;0.38;0.15;0.16;0.0;0.07;7th Gen;Home Console;Sony;get fit with mel b
5169;Get Fit with Mel B;Wii;2011;Lightning Fish;0.09;0.03;0.05;0.0;0.01;7th Gen;Home Console;Nintendo;get fit with mel b
5170;Get On Da Mic;PlayStation 2;2004;Artificial Mind and Movement;0.15;0.07;0.06;0.0;0.02;6th Gen;Home Console;Sony;get on da mic
5171;Get Up Games: Family Sports;Wii;2011;O Games;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;get up games family sports
5172;Get Up and Dance;PlayStation 3;2011;O Games;0.03;0.03;0.0;0.0;0.0;7th Gen;Home Console;Sony;get up and dance
5173;Get Up and Dance;Wii;2011;O Games;0.11;0.06;0.04;0.0;0.01;7th Gen;Home Console;Nintendo;get up and dance
5174;Geten no Hana;PlayStation Portable;2013;Koei Tecmo Games;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony;geten no hana
5175;Geten no Hana with Yume Akari: Aizouban;PlayStation Vita;2016;Unknown;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony;geten no hana with yume akari aizouban
5176;Geten no Hana: Yume Akari;PlayStation Portable;2014;Unknown;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony;geten no hana yume akari
5177;Getsuei Gakuen: kou;PlayStation Vita;2013;Unknown;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony;getsuei gakuen kou
5178;Gex;PlayStation;1995;Crystal Dynamics;0.88;0.49;0.33;0.0;0.06;5th Gen;Home Console;Sony;gex
5179;Gex 3: Deep Cover Gecko;Nintendo 64;1999;Gratuitous Games;0.21;0.17;0.04;0.0;0.0;5th Gen;Home Console;Nintendo;gex 3 deep cover gecko
5180;Gex 3: Deep Cover Gecko;PlayStation;1999;Crystal Dynamics;0.53;0.3;0.2;0.0;0.03;5th Gen;Home Console;Sony;gex 3 deep cover gecko
5181;Gex 64: Enter the Gecko;Nintendo 64;1998;Realtime Associates;0.25;0.2;0.05;0.0;0.0;5th Gen;Home Console;Nintendo;gex 64 enter the gecko
5182;Gex: Enter The Gecko;PlayStation;1998;Crystal Dynamics;0.58;0.32;0.22;0.0;0.04;5th Gen;Home Console;Sony;gex enter the gecko
5183;Gex: Enter the Gecko;PlayStation;1998;;0.58;0.32;0.22;0.0;0.04;5th Gen;Home Console;Sony;gex enter the gecko
5184;Ghost Rider;PlayStation Portable;2007;Climax Group;0.24;0.22;0.0;0.0;0.02;6th Gen;Handheld;Sony;ghost rider
5185;Ghost Squad;Wii;2007;Polygon Magic;0.78;0.42;0.21;0.08;0.07;7th Gen;Home Console;Nintendo;ghost squad
5186;Ghost Trick: Phantom Detective;Nintendo DS;2011;Capcom;0.39;0.17;0.08;0.12;0.02;7th Gen;Handheld;Nintendo;ghost trick phantom detective
5187;Ghost Trick: Phantom Detective;Nintendo DS;2010;;0.43;0.2;0.08;0.12;0.03;7th Gen;Handheld;Nintendo;ghost trick phantom detective
5188;Ghost in the Shell;PlayStation;1997;Exact;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;ghost in the shell
5189;Ghost in the Shell: Stand Alone Complex;PlayStation 2;2004;Cavia Inc.;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;ghost in the shell stand alone complex
5190;Ghost in the Shell: Stand Alone Complex;PlayStation Portable;2005;G-Artists;0.07;0.06;0.0;0.0;0.01;6th Gen;Handheld;Sony;ghost in the shell stand alone complex
5191;Ghostbusters (2016);PlayStation 4;2016;FireForge Games;0.09;0.07;0.0;0.0;0.02;8th Gen;Home Console;Sony;ghostbusters (2016)
5192;Ghostbusters (2016);Xbox One;2016;FireForge Games;0.07;0.06;0.0;0.0;0.01;8th Gen;Home Console;Microsoft;ghostbusters (2016)
5193;Ghostbusters: The Video Game;Nintendo DS;2009;Zen Studios Inc.;0.4;0.24;0.12;0.0;0.04;7th Gen;Handheld;Nintendo;ghostbusters the video game
5194;Ghostbusters: The Video Game;PlayStation 2;2009;Red Fly Studio;0.43;0.15;0.04;0.0;0.24;6th Gen;Home Console;Sony;ghostbusters the video game
5195;Ghostbusters: The Video Game;PlayStation 3;2009;Terminal Reality;0.84;0.34;0.36;0.0;0.14;7th Gen;Home Console;Sony;ghostbusters the video game
5196;Ghostbusters: The Video Game;PlayStation Portable;2009;Red Fly Studio;0.19;0.16;0.01;0.0;0.02;6th Gen;Handheld;Sony;ghostbusters the video game
5197;Ghostbusters: The Video Game;Wii;2009;Red Fly Studio;0.87;0.59;0.21;0.0;0.07;7th Gen;Home Console;Nintendo;ghostbusters the video game
5198;Ghostbusters: The Video Game;Xbox 360;2009;Terminal Reality;0.63;0.43;0.14;0.0;0.06;7th Gen;Home Console;Microsoft;ghostbusters the video game
5199;Ghostbusters: The Video Game (DS Version);PlayStation 3;2010;;2.07;0.59;0.99;0.13;0.36;7th Gen;Home Console;Sony;ghostbusters the video game (ds version)
5200;Ghostbusters: The Video Game (DS Version);Xbox 360;2009;;2.58;1.04;1.24;0.03;0.27;7th Gen;Home Console;Microsoft;ghostbusters the video game (ds version)
5201;Ghosthunter;PlayStation 2;2004;SCEE Cambridge;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;ghosthunter
5202;Giana Sisters DS;Nintendo DS;2011;Spellbound;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;giana sisters ds
5203;Giana Sisters: Twisted Dreams;Switch;2018;Black Forest Games;0.01;0.01;0.0;0.0;0.0;8th Gen;Hybrid;Nintendo;giana sisters twisted dreams
5204;Giants: Citizen Kabuto;PlayStation 2;2001;Digital Mayhem;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;giants citizen kabuto
5205;Gift: Prism;PlayStation 2;2006;Moonstone;0.02;0.0;0.0;0.02;0.0;6th Gen;Home Console;Sony;gift prism
5206;Ginga Tetsudou 999 DS;Nintendo DS;2010;Culture Brain;0.02;0.0;0.0;0.02;0.0;7th Gen;Handheld;Nintendo;ginga tetsudou 999 ds
5207;Gintama DS: Yorozuya Daisoudou;Nintendo DS;2006;Banpresto;0.07;0.0;0.0;0.07;0.0;7th Gen;Handheld;Nintendo;gintama ds yorozuya daisoudou
5208;Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari;Nintendo DS;2007;Banpresto;0.08;0.0;0.0;0.08;0.0;7th Gen;Handheld;Nintendo;gintama gin oh quest gin san ga tenshoku shitari sekai wo sukuttari
5209;Gintama Ranbu;PlayStation 4;2018;Bandai Namco Games;0.06;0.0;0.0;0.06;0.0;8th Gen;Home Console;Sony;gintama ranbu
5210;Gintama Ranbu;PlayStation Vita;2018;Bandai Namco Games;0.04;0.0;0.0;0.04;0.0;8th Gen;Handheld;Sony;gintama ranbu
5211;Gintama no Sugoroku;PlayStation Portable;2013;Bandai Namco Games;0.06;0.0;0.0;0.06;0.0;6th Gen;Handheld;Sony;gintama no sugoroku
5212;Gintama: Banji Oku Chuubu!;Wii;2007;Bandai Namco Games;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Nintendo;gintama banji oku chuubu!
5213;Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki;PlayStation 2;2007;Bandai Namco Games;0.08;0.0;0.0;0.08;0.0;6th Gen;Home Console;Sony;gintama gin san to issho! boku no kabuki machi nikki
5214;Girl Friend Beta: Kimi to Sugosu Natsuyasumi;PlayStation Vita;2015;Unknown;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony;girl friend beta kimi to sugosu natsuyasumi
5215;Girl Time;Nintendo DS;2009;THQ;0.12;0.11;0.0;0.0;0.01;7th Gen;Handheld;Nintendo;girl time
5216;Girls Mode 3: Kirakira Code;Nintendo 3DS;2015;;0.23;0.0;0.0;0.23;0.0;8th Gen;Handheld;Nintendo;girls mode 3 kirakira code
5217;Girls Only;Nintendo DS;2010;Most Wanted Entertainment;0.03;0.03;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;girls only
5218;Girls RPG: Cinderellife;Nintendo 3DS;2012;h.a.n.d. Inc.;0.06;0.0;0.0;0.06;0.0;8th Gen;Handheld;Nintendo;girls rpg cinderellife
5219;Girls und Panzer: Dream Tank Match;PlayStation 4;2018;Bandai Namco Games;0.06;0.0;0.0;0.06;0.0;8th Gen;Home Console;Sony;girls und panzer dream tank match
5220;Girls und Panzer: I Will Master Tankery;PlayStation Vita;2014;Namco Bandai Games;0.1;0.0;0.0;0.1;0.0;8th Gen;Handheld;Sony;girls und panzer i will master tankery
5221;Gitaroo Man;PlayStation 2;2002;iNiS;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;gitaroo man
5222;Gitaroo Man Lives!;PlayStation Portable;2006;iNiS;0.03;0.03;0.0;0.0;0.0;6th Gen;Handheld;Sony;gitaroo man lives!
5223;Glacier2;Wii;2009;Team6 Game Studios;0.04;0.04;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;glacier2
5224;Gladiator Begins;PlayStation Portable;2010;Acquire;0.12;0.05;0.01;0.05;0.01;6th Gen;Handheld;Sony;gladiator begins
5225;Gladiator: Sword of Vengeance;PlayStation 2;2003;Acclaim Entertainment;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;gladiator sword of vengeance
5226;Gladiator: Sword of Vengeance;Xbox;2003;Acclaim Entertainment;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;gladiator sword of vengeance
5227;Gladius;GameCube;2003;LucasArts;0.07;0.06;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;gladius
5228;Gladius;PlayStation 2;2003;LucasArts;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;gladius
5229;Gladius;Xbox;2003;LucasArts;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;gladius
5230;Global Defence Force;PlayStation 2;2005;;0.17;0.0;0.0;0.17;0.0;6th Gen;Home Console;Sony;global defence force
5231;Global Touring Challenge: Africa;PlayStation 2;2002;Rage Software;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;global touring challenge africa
5232;Gloria Union;PlayStation Portable;2011;Sting;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony;gloria union
5233;Glory Days 2;Nintendo DS;2007;Odenis Studio;0.09;0.08;0.0;0.0;0.01;7th Gen;Handheld;Nintendo;glory days 2
5234;Glory of Heracles;Nintendo DS;2010;Paon Corporation;0.29;0.19;0.0;0.08;0.02;7th Gen;Handheld;Nintendo;glory of heracles
5235;Glory of Heracles;Nintendo DS;2008;;0.29;0.2;0.0;0.08;0.01;7th Gen;Handheld;Nintendo;glory of heracles
5236;Glover;Nintendo 64;1998;Interactive Studios Ltd.;0.9;0.72;0.17;0.0;0.01;5th Gen;Home Console;Nintendo;glover
5237;Glover;PlayStation;1999;Interactive Studios Ltd.;0.16;0.09;0.06;0.0;0.01;5th Gen;Home Console;Sony;glover
5238;Go Diego Go! Great Dinosaur Rescue;Nintendo DS;2008;Black Lantern Studios;0.47;0.43;0.01;0.0;0.03;7th Gen;Handheld;Nintendo;go diego go! great dinosaur rescue
5239;Go Diego Go! Great Dinosaur Rescue;Wii;2008;High Voltage Software;0.58;0.52;0.02;0.0;0.04;7th Gen;Home Console;Nintendo;go diego go! great dinosaur rescue
5240;Go Diego Go! Safari Rescue;Wii;2008;Take-Two Interactive;0.51;0.47;0.0;0.0;0.04;7th Gen;Home Console;Nintendo;go diego go! safari rescue
5241;Go Diego Go!: Safari Rescue;PlayStation 2;2008;High Voltage Software;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;go diego go! safari rescue
5242;Go Go Cosmo Cops!;Nintendo DS;2009;Noise;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;go go cosmo cops!
5243;Go Play: Circus Star;Wii;2009;N-Fusion Interactive Entertainment Corp.;0.14;0.13;0.0;0.0;0.01;7th Gen;Home Console;Nintendo;go play circus star
5244;Go Play: City Sports;Wii;2009;Digital Embryo;0.09;0.08;0.0;0.0;0.01;7th Gen;Home Console;Nintendo;go play city sports
5245;Go Play: Lumberjacks;Wii;2009;Panic Button;0.18;0.17;0.0;0.0;0.01;7th Gen;Home Console;Nintendo;go play lumberjacks
5246;Go Vacation;Switch;2018;Bandai Namco Studios;0.38;0.12;0.22;0.01;0.03;8th Gen;Hybrid;Nintendo;go vacation
5247;Go Vacation;Wii;2011;Namco Bandai Games;1.54;0.42;0.66;0.33;0.13;7th Gen;Home Console;Nintendo;go vacation
5248;Go! Go! Hypergrind;GameCube;2003;Poponchi;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;go! go! hypergrind
5249;Go! Princess PreCure Sugar Oukoku to 6-nin no Princess!;Nintendo 3DS;2015;Bandai Namco Games;0.0;0.0;0.0;0.0;0.0;8th Gen;Handheld;Nintendo;go! princess precure sugar oukoku to 6 nin no princess!
5250;Go! Sudoku;PlayStation Portable;2006;Sumo Digital;0.12;0.11;0.0;0.0;0.01;6th Gen;Handheld;Sony;go! sudoku
5251;Go! Sudoku (JP sales);PlayStation Portable;2006;Sumo Digital;0.11;0.0;0.0;0.11;0.0;6th Gen;Handheld;Sony;go! sudoku (jp sales)
5252;Go, Diego, Go! Safari Rescue;Nintendo DS;2007;Black Lantern Studios;0.16;0.14;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;go, diego, go! safari rescue
5253;Go, Diego, Go!: Great Dinosaur Rescue;PlayStation 2;2008;High Voltage Software;0.32;0.16;0.12;0.0;0.04;6th Gen;Home Console;Sony;go, diego, go! great dinosaur rescue
5254;GoGo's Crazy Bones;Nintendo DS;2012;Black Lantern Studios, Inc.;0.01;0.0;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;gogos crazy bones
5255;GoPets: Vacation Island;Nintendo DS;2008;1st Playable Productions;0.03;0.03;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;gopets vacation island
5256;Goal Storm '97;PlayStation;1997;Konami;0.11;0.01;0.0;0.09;0.01;5th Gen;Home Console;Sony;goal storm 97
5257;Goat Simulator;Xbox One;2016;;0.01;0.0;0.01;0.0;0.0;8th Gen;Home Console;Microsoft;goat simulator
5258;Goat Simulator: The Bundle;Xbox One;2016;Coffee Stain Studios;0.01;0.0;0.01;0.0;0.0;8th Gen;Home Console;Microsoft;goat simulator the bundle
5259;Goblin Commander: Unleash the Horde;GameCube;2003;Jaleco Entertainment;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Nintendo;goblin commander unleash the horde
5260;Goblin Commander: Unleash the Horde;PlayStation 2;2003;Jaleco Entertainment;0.17;0.08;0.07;0.0;0.02;6th Gen;Home Console;Sony;goblin commander unleash the horde
5261;Goblin Commander: Unleash the Horde;Xbox;2003;Jaleco Entertainment;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;goblin commander unleash the horde
5262;Gochuumon wa Usagi Desu ka?? Wonderful Party!;PlayStation Vita;2016;Unknown;0.03;0.0;0.0;0.03;0.0;8th Gen;Handheld;Sony;gochuumon wa usagi desu ka?? wonderful party!
5263;God Eater;PlayStation Portable;2010;;0.72;0.0;0.0;0.72;0.0;6th Gen;Handheld;Sony;god eater
5264;God Eater 2;PlayStation Portable;2013;Unknown;0.24;0.0;0.0;0.24;0.0;6th Gen;Handheld;Sony;god eater 2
5265;God Eater 2;PlayStation Vita;2013;Shift;0.45;0.0;0.0;0.45;0.0;8th Gen;Handheld;Sony;god eater 2
5266;God Eater 2: Rage Burst;PlayStation 4;2015;Namco Bandai Games;0.12;0.0;0.01;0.11;0.0;8th Gen;Home Console;Sony;god eater 2 rage burst
5267;God Eater 2: Rage Burst;PlayStation Vita;2016;Namco Bandai Games;0.44;0.0;0.05;0.38;0.01;8th Gen;Handheld;Sony;god eater 2 rage burst
5268;God Eater 2: Rage Burst;PlayStation Vita;2015;;0.38;0.0;0.01;0.37;0.0;8th Gen;Handheld;Sony;god eater 2 rage burst
