;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company
2629;Culdcept SAGA;Xbox 360;2008;OmiyaSoft;0.16;0.12;0.0;0.03;0.01;7th Gen;Home Console;Microsoft
2630;Curious George;GameCube;2006;Monkey Bar Games;0.14;0.11;0.03;0.0;0.0;6th Gen;Home Console;Nintendo
2631;Curious George;PlayStation 2;2006;Monkey Bar Games;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony
2632;Curious George;Xbox;2006;Monkey Bar Games;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
2633;Curse of the Amsterdam Diamond;Nintendo DS;2012;Youda Games;0.01;0.0;0.01;0.0;0.0;7th Gen;Handheld;Nintendo
2634;Curse: The Eye of Isis;Xbox;2003;Asylum Entertainment;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Microsoft
2635;Cursed Mountain;Wii;2009;Sproing Interactive Media / Deep Silver Vienna;0.21;0.09;0.1;0.0;0.02;7th Gen;Home Console;Nintendo
2636;Custom Beat Battle: Draglade 2;Nintendo DS;2008;Dimps Corporation;0.03;0.0;0.0;0.03;0.0;7th Gen;Handheld;Nintendo
2637;Custom Drive;PlayStation Portable;2012;Vridge Inc.;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
2638;Custom Robo;GameCube;2004;Noise Inc.;0.37;0.29;0.07;0.0;0.01;6th Gen;Home Console;Nintendo
2639;Custom Robo Arena;Nintendo DS;2007;Noise Inc.;0.15;0.01;0.02;0.12;0.0;7th Gen;Handheld;Nintendo
2640;Custom Robo Arena;Nintendo DS;2006;;0.16;0.02;0.02;0.12;0.0;7th Gen;Handheld;Nintendo
2641;Custom Robo V2;Nintendo 64;2000;Noise Inc.;0.39;0.0;0.0;0.34;0.05;5th Gen;Home Console;Nintendo
2642;Cut the Rope;Nintendo 3DS;2014;;0.07;0.06;0.0;0.0;0.01;8th Gen;Handheld;Nintendo
2643;Cut the Rope: Triple Treat;Nintendo 3DS;2014;ZeptoLab;0.07;0.06;0.0;0.0;0.01;8th Gen;Handheld;Nintendo
2644;Cy Girls;PlayStation 2;2004;Konami Computer Entertainment Japan;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony
2645;Cyber Sled;PlayStation;1995;Namco;0.14;0.0;0.0;0.13;0.01;5th Gen;Home Console;Sony
2646;Cyber Troopers Virtual-On Marz;PlayStation 2;2003;Hitmaker;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony
2647;Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki;PlayStation 4;2018;Sega CS3;0.03;0.0;0.0;0.03;0.0;8th Gen;Home Console;Sony
2648;Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki;PlayStation Vita;2018;Sega CS3;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony
2649;CyberTiger;Nintendo 64;2000;Saffire Corporation;0.06;0.05;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
2650;CyberTiger;PlayStation;1999;EA Redwood Shores;0.59;0.33;0.22;0.0;0.04;5th Gen;Home Console;Sony
2651;Cyberdimension Neptunia: 4 Goddesses Online;PlayStation 4;2017;Compile Heart;0.14;0.06;0.0;0.07;0.01;8th Gen;Home Console;Sony
2652;Cyberia;PlayStation;1996;Xatrix Entertainment, Inc.;0.09;0.05;0.03;0.0;0.01;5th Gen;Home Console;Sony
2653;D;PlayStation;1996;Warp;0.11;0.0;0.0;0.1;0.01;5th Gen;Home Console;Sony
2654;D.C. Girl's Symphony Pocket;PlayStation Portable;2010;Idea Factory;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony
2655;D.C. II P.S.: Da Capo II Plus Situation;PlayStation 2;2008;Circus;0.06;0.0;0.0;0.06;0.0;6th Gen;Home Console;Sony
2656;D.C. III: Da Capo III;PlayStation Portable;2013;Circus;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony
2657;D.C.F.S.: Da Capo Four Seasons;PlayStation 2;2005;Kadokawa Shoten;0.04;0.0;0.0;0.04;0.0;6th Gen;Home Console;Sony
2658;D.C.I.F.: Da Capo Innocent Finale;PlayStation 2;2009;Sweets;0.03;0.0;0.0;0.03;0.0;6th Gen;Home Console;Sony
2659;D.Gray-man: Kami no Shitotachi;Nintendo DS;2007;Konami;0.05;0.0;0.0;0.05;0.0;7th Gen;Handheld;Nintendo
2660;D.Gray-man: Sousha no Shikaku;PlayStation 2;2008;Konami;0.02;0.0;0.0;0.02;0.0;6th Gen;Home Console;Sony
2661;D.S.: Dal Segno;PlayStation Vita;2018;Entergram;0.0;0.0;0.0;0.0;0.0;8th Gen;Handheld;Sony
2662;D1 Professional Drift Grand Prix Series;PlayStation 2;2006;Yuke's Future Media Creators;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony
2663;DC Universe Online;PlayStation 3;2011;WBIE;0.52;0.35;0.11;0.0;0.06;7th Gen;Home Console;Sony
2664;DDRMAX2: Dance Dance Revolution;PlayStation 2;2003;Konami Computer Entertainment Tokyo;1.82;1.05;0.59;0.0;0.18;6th Gen;Home Console;Sony
2665;DEATH NOTE: Kira Game;Nintendo DS;2007;Konami;0.12;0.0;0.0;0.12;0.0;7th Gen;Handheld;Nintendo
2666;DEATH NOTE: L o Tsugu Mono;Nintendo DS;2007;Konami;0.02;0.0;0.0;0.02;0.0;7th Gen;Handheld;Nintendo
2667;DECA Sports Freedom;Xbox 360;2010;Hudson Soft;0.33;0.27;0.04;0.0;0.02;7th Gen;Home Console;Microsoft
2668;DEFIANCE;Xbox 360;2013;Trion Worlds;0.57;0.38;0.14;0.0;0.05;7th Gen;Home Console;Microsoft
2669;DICE: DNA Integrated Cybernetic Enterprises;PlayStation 2;2005;Natsume;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony
2670;DJ Hero;PlayStation 2;2009;FreeStyleGames;0.32;0.1;0.02;0.0;0.2;6th Gen;Home Console;Sony
2671;DJ Hero;PlayStation 3;2009;FreeStyleGames;0.91;0.42;0.34;0.0;0.15;7th Gen;Home Console;Sony
2672;DJ Hero;Wii;2009;FreeStyleGames;0.78;0.47;0.23;0.0;0.08;7th Gen;Home Console;Nintendo
2673;DJ Hero;Xbox 360;2009;FreeStyleGames;1.09;0.59;0.39;0.0;0.11;7th Gen;Home Console;Microsoft
2674;DJ Hero 2;PlayStation 3;2010;FreeStyle Games;0.78;0.49;0.19;0.0;0.1;7th Gen;Home Console;Sony
2675;DJ Hero 2;Wii;2010;FreeStyle Games;0.61;0.48;0.09;0.0;0.04;7th Gen;Home Console;Nintendo
2676;DJ Hero 2;Xbox 360;2010;FreeStyle Games;0.83;0.65;0.12;0.0;0.06;7th Gen;Home Console;Microsoft
2677;DJ Max Fever;PlayStation Portable;2009;Pentavision Entertainment;0.13;0.11;0.0;0.0;0.02;6th Gen;Handheld;Sony
2678;DJ Max Portable 3;PlayStation Portable;2010;Pentavision Entertainment;0.03;0.01;0.0;0.02;0.0;6th Gen;Handheld;Sony
2679;DJ Max Respect;PlayStation 4;2017;DJMAX Sound Lab Team;0.01;0.0;0.0;0.01;0.0;8th Gen;Home Console;Sony
2680;DJ Max Technika Tune;PlayStation Vita;2012;Unknown;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony
2681;DJ Star;Nintendo DS;2009;Deep Silver;0.01;0.01;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2682;DOA 2: Dead or Alive 2 Hardcore;PlayStation 2;2000;Team Ninja;0.11;0.0;0.0;0.11;0.0;6th Gen;Home Console;Sony
2683;DOOM VFR;PlayStation 4;2017;id Software;0.56;0.22;0.25;0.0;0.09;8th Gen;Home Console;Sony
2684;DS Bimoji Training;Nintendo DS;2008;Nuevo Retro Games / NST;0.56;0.0;0.0;0.56;0.0;7th Gen;Handheld;Nintendo
2685;DS Bungaku Zenshuu;Nintendo DS;2007;Genius Sonority Inc.;0.26;0.0;0.0;0.26;0.0;7th Gen;Handheld;Nintendo
2686;DS Dengeki Bunko ADV: Baccano!;Nintendo DS;2008;Media Works;0.01;0.0;0.0;0.01;0.0;7th Gen;Handheld;Nintendo
2687;DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan;Nintendo DS;2006;Jupiter Corporation;0.2;0.0;0.0;0.2;0.0;7th Gen;Handheld;Nintendo
2688;DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun;Nintendo DS;2007;Jupiter Corporation;0.1;0.0;0.0;0.1;0.0;7th Gen;Handheld;Nintendo
2689;DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage;Nintendo DS;2008;Tecmo;0.07;0.0;0.0;0.07;0.0;7th Gen;Handheld;Nintendo
2690;DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana;Nintendo DS;2007;Tecmo;0.22;0.0;0.0;0.22;0.0;7th Gen;Handheld;Nintendo
2691;DS Rakubiki Jiten;Nintendo DS;2005;Nintendo;0.16;0.0;0.0;0.16;0.0;7th Gen;Handheld;Nintendo
2692;DS Uranai Seikatsu;Nintendo DS;2009;Nintendo;0.07;0.0;0.0;0.07;0.0;7th Gen;Handheld;Nintendo
2693;DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File;Nintendo DS;2008;Tecmo;0.12;0.0;0.0;0.12;0.0;7th Gen;Handheld;Nintendo
2694;DT Carnage;PlayStation Portable;2009;Axis Entertainment;0.03;0.03;0.0;0.0;0.0;6th Gen;Handheld;Sony
2695;DT Carnage;Wii;2009;Axis Entertainment;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2696;DT Racer;PlayStation 2;2005;Axis Entertainment;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony
2697;DX Game of Life;PlayStation;1996;Takara;0.29;0.0;0.0;0.27;0.02;5th Gen;Home Console;Sony
2698;DX Game of Life 2;PlayStation;1997;Takara;0.33;0.0;0.0;0.31;0.02;5th Gen;Home Console;Sony
2699;Da Capo I & II Plus Situation Portable;PlayStation Portable;2010;Kadokawa Shoten;0.04;0.0;0.0;0.04;0.0;6th Gen;Handheld;Sony
2700;DaGeDar;Nintendo DS;2011;GameMill Entertainment;0.09;0.08;0.0;0.0;0.01;7th Gen;Handheld;Nintendo
2701;Dai Senryaku VII: Modern Military Tactics;Xbox;2005;SystemSoft;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
2702;Dai-2-Ji Super Robot Taisen OG;PlayStation 3;2012;TOSE;0.22;0.0;0.0;0.22;0.0;7th Gen;Home Console;Sony
2703;Dai-2-Ji Super Robot Taisen Z Saisei-hen;PlayStation Portable;2012;Banpresto;0.36;0.0;0.0;0.36;0.0;6th Gen;Handheld;Sony
2704;Dai-2-Ji Super Robot Taisen Z: Hakai-hen;PlayStation Portable;2011;Banpresto;0.42;0.0;0.0;0.42;0.0;6th Gen;Handheld;Sony
2705;Dai-2-Ji Super Robot Taisen Î±;PlayStation 2;2003;;0.6;0.0;0.0;0.6;0.0;6th Gen;Home Console;Sony
2706;Dai-2-Ji Super Robot Taisen Œ±;PlayStation 2;2003;Banpresto;0.6;0.0;0.0;0.6;0.0;6th Gen;Home Console;Sony
2707;Dai-3-Ji Super Robot Taisen Î±: Shuuen no Ginga e;PlayStation 2;2005;;0.59;0.0;0.0;0.59;0.0;6th Gen;Home Console;Sony
2708;Dai-4-Ji Super Robot Taisen S;PlayStation;1996;Winky Soft;0.51;0.0;0.0;0.48;0.03;5th Gen;Home Console;Sony
2709;Daigasso! Band Brothers;Nintendo DS;2004;Nintendo R&D2;0.19;0.0;0.0;0.19;0.0;7th Gen;Handheld;Nintendo
2710;Daigasso! Band Brothers P;Nintendo 3DS;2013;Nintendo;0.19;0.0;0.0;0.19;0.0;8th Gen;Handheld;Nintendo
2711;Daikaijuu Battle: Ultra Coliseum;Wii;2008;Bandai Namco Games;0.02;0.0;0.0;0.02;0.0;7th Gen;Home Console;Nintendo
2712;Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu;Wii;2010;Bandai Namco Games;0.04;0.0;0.0;0.04;0.0;7th Gen;Home Console;Nintendo
2713;Daikoukai Jidai Online: Cruz del Sur;PlayStation 3;2009;Koei;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Sony
2714;Daisenryaku VII Exceed;PlayStation Portable;2008;SystemSoft Alpha;0.0;0.0;0.0;0.0;0.0;6th Gen;Handheld;Sony
2715;Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri;PlayStation 2;2008;System Soft;0.01;0.0;0.0;0.01;0.0;6th Gen;Home Console;Sony
2716;Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri;PlayStation Portable;2008;System Soft;0.0;0.0;0.0;0.0;0.0;6th Gen;Handheld;Sony
2717;Daisy Fuentes Pilates;Wii;2009;Collision Studios;0.25;0.17;0.06;0.0;0.02;7th Gen;Home Console;Nintendo
2718;Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi;PlayStation 3;2013;Paon Corporation;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony
2719;Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four;PlayStation 2;2008;Paon Corporation;0.01;0.0;0.0;0.01;0.0;6th Gen;Home Console;Sony
2720;Daito Giken Koushiki Pachi-Slot Simulator: Hihouden;PlayStation 2;2006;Daito;0.11;0.0;0.0;0.11;0.0;6th Gen;Home Console;Sony
2721;Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable;PlayStation Portable;2011;Paon Corporation;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
2722;Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS;Nintendo DS;2007;Paon Corporation;0.1;0.0;0.0;0.1;0.0;7th Gen;Handheld;Nintendo
2723;Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable;PlayStation Portable;2006;Daito;0.06;0.0;0.0;0.06;0.0;6th Gen;Handheld;Sony
2724;Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable;PlayStation Portable;2010;Paon Corporation;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
2725;Daito Giken Koushiki Pachi-Slot Simulator: Shake II;PlayStation 2;2007;Paon Corporation;0.04;0.0;0.0;0.04;0.0;6th Gen;Home Console;Sony
2726;Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune;PlayStation 2;2008;Paon Corporation;0.06;0.0;0.0;0.06;0.0;6th Gen;Home Console;Sony
2727;Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable;PlayStation Portable;2006;Daito;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony
2728;Daito Giken Premium Pachi-Slot Collection: Yoshimune;PlayStation 2;2006;Paon Corporation;0.03;0.0;0.0;0.03;0.0;6th Gen;Home Console;Sony
2729;Daitoshokan no Hitsujikai: Library Party;Switch;2018;August;0.0;0.0;0.0;0.0;0.0;8th Gen;Hybrid;Nintendo
2730;Daiya no Kuni no Alice: Wonderful Mirror World;PlayStation Portable;2013;Unknown;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony
2731;Dakar 18;PlayStation 4;2018;Bigmoon Entertainment;0.05;0.03;0.01;0.0;0.01;8th Gen;Home Console;Sony
2732;Dakar 18;Xbox One;2018;Bigmoon Entertainment;0.01;0.01;0.0;0.0;0.0;8th Gen;Home Console;Microsoft
2733;Dakar 2: The World's Ultimate Rally;GameCube;2003;Acclaim¬†Studios¬†Cheltenham;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
2734;Dakar 2: The World's Ultimate Rally;Xbox;2003;Acclaim¬†Studios¬†Cheltenham;0.02;0.02;0.0;0.0;0.0;6th Gen;Home Console;Microsoft
2735;Damage Inc.: Pacific Squadron WWII;Xbox 360;2012;Mad Catz;0.08;0.07;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
2736;Damnation;PlayStation 3;2009;Blue Omega Entertainment;0.09;0.07;0.01;0.0;0.01;7th Gen;Home Console;Sony
2737;Damnation;Xbox 360;2009;Blue Omega Entertainment;0.08;0.06;0.01;0.0;0.01;7th Gen;Home Console;Microsoft
2738;Danball Senki;PlayStation Portable;2011;Level 5;0.39;0.0;0.0;0.39;0.0;6th Gen;Handheld;Sony
2739;Danball Senki Boost;PlayStation Portable;2011;Level 5;0.22;0.0;0.0;0.22;0.0;6th Gen;Handheld;Sony
2740;Dance Central;Xbox 360;2010;Harmonix Music Systems;3.19;2.15;0.77;0.01;0.26;7th Gen;Home Console;Microsoft
2741;Dance Central 2;Xbox 360;2011;Harmonix Music Systems;2.03;1.45;0.41;0.01;0.16;7th Gen;Home Console;Microsoft
2742;Dance Central 3;Xbox 360;2012;Harmonix Music Systems;0.83;0.57;0.19;0.0;0.07;7th Gen;Home Console;Microsoft
2743;Dance Central: Spotlight;Xbox One;2014;;0.18;0.15;0.03;0.0;0.0;8th Gen;Home Console;Microsoft
2744;Dance Dance Revolution (Japan);PlayStation;1999;Konami Computer Entertainment Tokyo;1.35;0.0;0.0;1.26;0.09;5th Gen;Home Console;Sony
2745;Dance Dance Revolution (North America);PlayStation;2001;Konami;0.15;0.08;0.06;0.0;0.01;5th Gen;Home Console;Sony
2746;Dance Dance Revolution 2nd ReMIX;PlayStation;1999;KCET;0.96;0.0;0.0;0.9;0.06;5th Gen;Home Console;Sony
2747;Dance Dance Revolution 3rdMix;PlayStation;2000;KCET;0.35;0.0;0.0;0.33;0.02;5th Gen;Home Console;Sony
2748;Dance Dance Revolution Disney Mix;PlayStation;2001;KCE Tokyo Inc;0.04;0.02;0.02;0.0;0.0;5th Gen;Home Console;Sony
2749;Dance Dance Revolution Extra Mix;PlayStation;2001;KCET;0.02;0.0;0.0;0.02;0.0;5th Gen;Home Console;Sony
2750;Dance Dance Revolution Extreme;PlayStation 2;2004;Konami Computer Entertainment Tokyo;2.12;1.04;0.81;0.0;0.27;6th Gen;Home Console;Sony
2751;Dance Dance Revolution Extreme 2;PlayStation 2;2005;Konami Computer Entertainment Hawaii;1.15;0.95;0.04;0.0;0.16;6th Gen;Home Console;Sony
2752;Dance Dance Revolution SuperNOVA;PlayStation 2;2006;Konami Computer Entertainment Tokyo;1.04;0.87;0.03;0.0;0.14;6th Gen;Home Console;Sony
2753;Dance Dance Revolution SuperNOVA 2;PlayStation 2;2007;Konami Computer Entertainment Tokyo;0.79;0.64;0.03;0.02;0.1;6th Gen;Home Console;Sony
2754;Dance Dance Revolution Ultramix;Xbox;2003;Konami Computer Entertainment Hawaii;0.55;0.42;0.11;0.0;0.02;6th Gen;Home Console;Microsoft
2755;Dance Dance Revolution Ultramix 2;Xbox;2004;Konami Computer Entertainment Hawaii;0.43;0.32;0.09;0.0;0.02;6th Gen;Home Console;Microsoft
2756;Dance Dance Revolution Ultramix 3;Xbox;2005;Konami Computer Entertainment Hawaii;0.37;0.28;0.08;0.0;0.01;6th Gen;Home Console;Microsoft
2757;Dance Dance Revolution Universe;Xbox 360;2007;Bemani;0.32;0.3;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
2758;Dance Dance Revolution Universe 2;Xbox 360;2007;Bemani;0.5;0.46;0.0;0.0;0.04;7th Gen;Home Console;Microsoft
2759;Dance Dance Revolution Universe 3;Xbox 360;2008;Bemani;0.3;0.28;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
2760;Dance Dance Revolution X;PlayStation 2;2008;Konami Computer Entertainment Tokyo;1.74;0.85;0.66;0.01;0.22;6th Gen;Home Console;Sony
2761;Dance Dance Revolution X2;PlayStation 2;2009;Konami Computer Entertainment Tokyo;2.22;1.09;0.85;0.0;0.28;6th Gen;Home Console;Sony
2762;Dance Dance Revolution: Disney Channel Edition;PlayStation 2;2008;Keen Games;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony
2763;Dance Dance Revolution: Disney Grooves;Wii;2009;Bemani;0.18;0.17;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
2764;Dance Dance Revolution: Hottest Party;Wii;2007;Bemani;2.07;1.35;0.53;0.0;0.19;7th Gen;Home Console;Nintendo
2765;Dance Dance Revolution: Hottest Party 2;Wii;2008;Bemani;1.58;0.94;0.48;0.01;0.15;7th Gen;Home Console;Nintendo
2766;Dance Dance Revolution: Hottest Party 3;Wii;2009;Bemani;0.44;0.26;0.14;0.0;0.04;7th Gen;Home Console;Nintendo
2767;Dance Dance Revolution: Hottest Party 5;Wii;2011;Konami;0.02;0.0;0.02;0.0;0.0;7th Gen;Home Console;Nintendo
2768;Dance Dance Revolution: Mario Mix;GameCube;2005;Konami;0.46;0.36;0.09;0.0;0.01;6th Gen;Home Console;Nintendo
2769;Dance Dance Revolution: Mario Mix (JP sales);GameCube;2005;Konami;0.05;0.0;0.0;0.05;0.0;6th Gen;Home Console;Nintendo
2770;Dance Factory;PlayStation 2;2006;Unknown;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony
2771;Dance Paradise;Xbox 360;2011;Smackdown Productions;0.12;0.1;0.01;0.0;0.01;7th Gen;Home Console;Microsoft
2772;Dance Party: Club Hits;Wii;2009;Broadsword Interactive;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2773;Dance Party: Pop Hits;Wii;2009;Broadsword Interactive;0.38;0.0;0.36;0.0;0.02;7th Gen;Home Console;Nintendo
2774;Dance Sensation!;Wii;2010;Alpine Studios;0.06;0.06;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2775;Dance on Broadway;PlayStation 3;2011;Longtail Studios;0.09;0.05;0.03;0.0;0.01;7th Gen;Home Console;Sony
2776;Dance on Broadway;Wii;2010;Longtail Studios;1.04;0.27;0.65;0.0;0.12;7th Gen;Home Console;Nintendo
2777;Dance with Devils;PlayStation Vita;2016;Rejet;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony
2778;Dance with Devils: My Carol;PlayStation Vita;2018;Rejet;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony
2779;Dance! It's Your Stage;PlayStation 3;2011;Sproing Interactive Media GMBH;0.02;0.0;0.02;0.0;0.0;7th Gen;Home Console;Sony
2780;DanceDanceRevolution;PlayStation 3;2010;Konami;0.19;0.12;0.05;0.0;0.02;7th Gen;Home Console;Sony
2781;DanceDanceRevolution;Wii;2010;Konami;0.34;0.28;0.04;0.0;0.02;7th Gen;Home Console;Nintendo
2782;DanceDanceRevolution;Xbox 360;2011;Konami;0.09;0.08;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
2783;DanceDanceRevolution II;Wii;2011;Konami;0.23;0.21;0.0;0.0;0.02;7th Gen;Home Console;Nintendo
2784;DanceMasters;Xbox 360;2010;GCP1;0.2;0.15;0.02;0.02;0.01;7th Gen;Home Console;Microsoft
2785;DanceStar Party;PlayStation 3;2011;SCEE London Studio;0.43;0.0;0.34;0.0;0.09;7th Gen;Home Console;Sony
2786;Dancing Blade II: Tears of Eden;PlayStation;1999;Konami Computer Entertainment Tokyo;0.03;0.0;0.0;0.03;0.0;5th Gen;Home Console;Sony
2787;Dancing With The Stars;PlayStation 2;2007;;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony
2788;Dancing With The Stars;Wii;2007;Zoe Mode;0.24;0.22;0.0;0.0;0.02;7th Gen;Home Console;Nintendo
2789;Dancing on Ice;Nintendo DS;2010;Infusion Games Ltd;0.01;0.0;0.01;0.0;0.0;7th Gen;Handheld;Nintendo
2790;Dancing on Ice;Wii;2010;Infusion Games Ltd;0.1;0.0;0.09;0.0;0.01;7th Gen;Home Console;Nintendo
2791;Dancing with the Stars;PlayStation 2;2007;Zoe Mode;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony
2792;Dancing with the Stars: We Dance!;Nintendo DS;2008;Zoe Mode;0.39;0.36;0.0;0.0;0.03;7th Gen;Handheld;Nintendo
2793;Dancing with the Stars: We Dance!;Wii;2008;Zoe Mode;0.38;0.35;0.0;0.0;0.03;7th Gen;Home Console;Nintendo
2794;Danganronpa 1-2 Reload;PlayStation 4;2017;Spike Chunsoft;0.12;0.08;0.0;0.02;0.02;8th Gen;Home Console;Sony
2795;Danganronpa 1-2 Reload;PlayStation Vita;2017;Spike Chunsoft;0.0;0.0;0.0;0.0;0.0;8th Gen;Handheld;Sony
2796;Danganronpa 2: Goodbye Despair;PlayStation Portable;2012;Spike Chunsoft;0.19;0.0;0.0;0.19;0.0;6th Gen;Handheld;Sony
2797;Danganronpa 2: Goodbye Despair;PlayStation Vita;2014;Spike Chunsoft;0.17;0.08;0.05;0.0;0.04;8th Gen;Handheld;Sony
2798;Danganronpa Another Episode: Ultra Despair Girls;PlayStation 4;2017;Spike Chunsoft;0.05;0.03;0.0;0.01;0.01;8th Gen;Home Console;Sony
2799;Danganronpa Another Episode: Ultra Despair Girls;PlayStation Vita;2015;Spike Chunsoft;0.21;0.06;0.01;0.12;0.02;8th Gen;Handheld;Sony
2800;Danganronpa Another Episode: Ultra Despair Girls;PlayStation Vita;2014;;0.29;0.1;0.03;0.12;0.04;8th Gen;Handheld;Sony
2801;Danganronpa V3: Killing Harmony;PlayStation 4;2017;Spike Chunsoft;0.24;0.09;0.05;0.07;0.03;8th Gen;Home Console;Sony
2802;Danganronpa V3: Killing Harmony;PlayStation Vita;2017;Spike Chunsoft;0.17;0.02;0.01;0.13;0.01;8th Gen;Handheld;Sony
2803;Danganronpa: Trigger Happy Havoc;PlayStation Vita;2014;Spike Chunsoft;0.35;0.09;0.06;0.15;0.05;8th Gen;Handheld;Sony
2804;Danganronpa: Trigger Happy Havoc;PlayStation Vita;2013;;0.42;0.14;0.07;0.15;0.06;8th Gen;Handheld;Sony
2805;Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima;Nintendo 3DS;2012;Bandai Namco Games;0.08;0.0;0.0;0.08;0.0;8th Gen;Handheld;Nintendo
2806;Daniel X: The Ultimate Power;Nintendo DS;2010;Griptonite Games;0.06;0.06;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2807;Danny Phantom: Urban Jungle;Nintendo DS;2006;THQ;0.04;0.04;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2808;Dante's Inferno;PlayStation 3;2010;Visceral Games;1.08;0.64;0.28;0.04;0.12;7th Gen;Home Console;Sony
2809;Dante's Inferno;PlayStation Portable;2010;Visceral Games;0.19;0.12;0.04;0.01;0.02;6th Gen;Handheld;Sony
2810;Dante's Inferno;Xbox 360;2010;Visceral Games;0.93;0.63;0.2;0.02;0.08;7th Gen;Home Console;Microsoft
2811;Darius Burst: Chronicle Saviours;PlayStation 4;2017;Pyramid;0.01;0.0;0.0;0.01;0.0;8th Gen;Home Console;Sony
2812;Darius Burst: Chronicle Saviours;PlayStation Vita;2016;Unknown;0.04;0.0;0.0;0.04;0.0;8th Gen;Handheld;Sony
2813;Dark Angel: Vampire Apocalypse;PlayStation 2;2001;Metro3D;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony
2814;Dark Cloud;PlayStation 2;2001;Level 5;1.54;0.83;0.44;0.08;0.19;6th Gen;Home Console;Sony
